No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,165,8,26,0,215,1.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,164,194,11,152,12,533,3.1 %
03,03 - Capitale-Nationale,7,669,477,42,505,41,1741,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,158,903,23,114,5,1207,7.0 %
05,05 - Estrie,4,198,282,26,201,16,727,4.2 %
06,06 - Montréal,218,2889,1549,161,838,82,5737,33.5 %
07,07 - Outaouais,11,104,156,15,74,8,368,2.1 %
08,08 - Abitibi-Témiscamingue,3,42,62,6,19,1,133,0.8 %
09,09 - Côte-Nord,0,0,58,0,1,0,59,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,63,0,13,0,92,0.5 %
12,12 - Chaudière-Appalaches,5,198,323,11,205,6,748,4.4 %
13,13 - Laval,6,566,323,59,228,12,1194,7.0 %
14,14 - Lanaudière,3,342,308,26,189,6,874,5.1 %
15,15 - Laurentides,64,287,357,68,128,14,918,5.4 %
16,16 - Montérégie,16,737,1062,80,644,13,2552,14.9 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),344,6383,6319,536,3337,217,17136,
9999,Ensemble du Québec (%),2.0 %,37.2 %,36.9 %,3.1 %,19.5 %,1.3 %,.,100.0 %

