,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15167,30,15128,39,107,1,14329,731,197738.33333,7670.24,369.82,54.11,52
02,02 - Saguenay-Lac-Saint-Jean,24491,47,24132,359,357,2,23605,529,278600,8790.74,189.88,128.14,46
03,03 - Capitale-Nationale,74294,87,73931,363,1397,4,71416,1481,761103.66667,9761.35,193.20,183.55,153
04,04 - Mauricie et Centre-du-Québec,48883,52,48643,240,869,4,46970,1044,527666.66667,9263.99,196.88,164.69,83
05,05 - Estrie,42049,68,41524,525,540,2,41018,491,502406,8369.53,96.66,107.48,55
06,06 - Montréal,282041,136,278680,3361,5330,2,274536,2175,2061667.3333,13680.24,105.00,258.53,180
07,07 - Outaouais,35521,24,35076,445,288,0,34850,383,405378.66667,8762.42,93.47,71.04,44
08,08 - Abitibi-Témiscamingue,7694,26,7655,39,69,1,7395,230,147876.33333,5203.00,155.47,46.66,40
09,09 - Côte-Nord,5675,51,5648,27,34,0,5065,576,90082.333333,6299.79,642.37,37.74,37
10,10 - Nord-du-Québec,1054,9,861,193,4,1,1016,34,13383.666667,7875.27,255.56,29.89,4
11,11 - Gaspésie-Îles-de-la-Madeleine,5558,36,5522,36,57,1,5267,234,90783.333333,6122.27,257.44,62.79,12
12,12 - Chaudière-Appalaches,52574,64,52292,282,545,1,50976,1053,434525.66667,12099.17,241.20,125.42,108
13,13 - Laval,66118,48,64156,1962,1047,0,64639,432,445993.33333,14824.89,95.97,234.76,41
14,14 - Lanaudière,62709,57,61993,716,722,0,61372,615,530581,11818.93,114.52,136.08,67
15,15 - Laurentides,69610,63,69003,607,700,3,67939,971,640046.66667,10875.77,149.68,109.37,108
16,16 - Montérégie,129733,117,127828,1905,2028,6,126160,1545,1452381.3333,8932.43,105.33,139.63,127
17,17 - Nunavik,2716,2,2712,4,10,0,2672,34,14619,18578.56,228.63,68.40,17
18,18 - Terres-Cries-de-la-Baie-James,2240,13,2002,238,14,1,2106,120,18660.333333,12004.07,632.54,75.03,7
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2619,5,2611,8,2,0,2594,23,.,.,.,.,7
999,Ensemble du Québec,930750,935,919400,11350,14120,29,903929,12701,8613493.6667,10805.72,146.37,163.93,1188

