No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,127,7,26,0,176,1.1 %
02,02 - Saguenay-Lac-Saint-Jean,0,132,158,10,135,12,447,2.9 %
03,03 - Capitale-Nationale,7,627,386,40,472,35,1567,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,157,710,22,114,5,1012,6.5 %
05,05 - Estrie,4,181,214,26,185,16,626,4.0 %
06,06 - Montréal,216,2837,1397,159,803,79,5491,35.5 %
07,07 - Outaouais,11,94,128,15,64,4,316,2.0 %
08,08 - Abitibi-Témiscamingue,3,35,50,6,18,1,113,0.7 %
09,09 - Côte-Nord,0,0,45,0,1,0,46,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,53,0,13,0,82,0.5 %
12,12 - Chaudière-Appalaches,5,171,281,11,195,6,669,4.3 %
13,13 - Laval,5,551,281,59,215,10,1121,7.2 %
14,14 - Lanaudière,3,314,260,25,170,5,777,5.0 %
15,15 - Laurentides,63,259,259,64,107,13,765,4.9 %
16,16 - Montérégie,16,716,819,75,610,12,2248,14.5 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,16,0,0,1,17,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),340,6103,5200,519,3128,199,15489,
9999,Ensemble du Québec (%),2.2 %,39.4 %,33.6 %,3.4 %,20.2 %,1.3 %,.,100.0 %

