Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;28;251;228,5;5294;4819,7;0;;0;
5-9 ans;41;355;330;7124;6622;0;;0;
10-19 ans;30;435;218,7;15976;8031,6;0;;0;
20-29 ans;35;738;226,7;25195;7738,5;0;;< 5;n.p.
30-39 ans;50;575;175,2;22162;6752,3;0;;7;n.p.
40-49 ans;34;448;161,4;20984;7559,2;< 5;n.p.;24;* 8,6
50-59 ans;19;266;103,7;16965;6614;< 5;n.p.;106;41,3
60-69 ans;11;140;64,7;10283;4753,3;< 5;n.p.;333;153,9
70-79 ans;8;106;73,4;6667;4613,6;< 5;n.p.;839;580,6
80 ans et +;7;104;103,4;12086;12015;5;n.p.;3473;3452,6
Manquant;0;0;;94;;0;;0;
Total;263;3418;165,5;142830;6914,5;9;n.p.;4785;231,6
