,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3897,0,3871,26,47,0,3735,115,196934.5,1978.83,58.44,23.87
02,02 - Saguenay-Lac-Saint-Jean,10889,14,10668,221,269,0,10505,115,277505,3923.89,41.46,96.94
03,03 - Capitale-Nationale,32562,19,32210,352,1107,0,31250,205,757803,4296.90,26.97,146.08
04,04 - Mauricie et Centre-du-Québec,15066,0,14827,239,517,0,14417,132,523331.5,2878.86,25.18,98.79
05,05 - Estrie,14683,29,14165,518,348,1,14003,332,494966.5,2966.46,66.83,70.31
06,06 - Montréal,131094,105,128170,2924,4740,1,124721,1633,2072060.5,6326.75,78.57,228.76
07,07 - Outaouais,12185,17,11738,447,214,0,11792,179,402744,3025.50,44.26,53.14
08,08 - Abitibi-Témiscamingue,1113,0,1080,33,9,0,1101,3,147637,753.88,2.03,6.10
09,09 - Côte-Nord,571,1,552,19,3,0,564,4,89700.5,636.56,4.48,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,106,3,13521.5,806.12,22.25,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2014,3,1994,20,45,0,1936,33,89823,2242.19,36.81,50.10
12,12 - Chaudière-Appalaches,18867,27,18587,280,351,0,18224,292,431109.5,4376.38,67.61,81.42
13,13 - Laval,31200,23,29394,1806,909,0,30033,258,444658.5,7016.62,57.77,204.43
14,14 - Lanaudière,23767,11,23056,711,515,0,23082,170,522367,4549.87,32.40,98.59
15,15 - Laurentides,20738,21,20134,604,503,0,20047,188,630238,3290.50,29.68,79.81
16,16 - Montérégie,50693,46,48742,1951,1547,0,48642,504,1438226,3524.69,34.91,107.56
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,426,-1,421,5,0,0,410,16,.,.,.,.
999,Ensemble du Québec,370043,315,359883,10160,11127,2,354734,4182,8565469.5,4320.17,48.67,129.91

