Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;84;76,5;4710;4288;0;;0;
5-9 ans;n.d.;72;66,9;6220;5781,7;0;;0;
10-19 ans;n.d.;237;119,1;14402;7240,3;0;;0;
20-29 ans;n.d.;285;87,5;22209;6821,4;0;;< 5;n.p.
30-39 ans;n.d.;206;62,8;20204;6155,8;0;;7;n.p.
40-49 ans;n.d.;171;61,6;19616;7066,4;0;;22;* 7,9
50-59 ans;n.d.;126;49,1;16132;6289,3;< 5;n.p.;101;39,4
60-69 ans;n.d.;62;28,7;9855;4555,5;< 5;n.p.;327;151,2
70-79 ans;n.d.;29;* 20,1;6425;4446,1;< 5;n.p.;830;574,4
80 ans et +;n.d.;22;* 21,9;11929;11858,9;6;n.p.;3462;3441,7
Manquant;n.d.;0;;93;;0;;0;
Total;61;1294;62,6;131795;6380,3;13;* 0,6;4752;230
