,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3935,4,3909,26,50,0,3839,46,196934.5,1998.13,23.37,25.39
02,02 - Saguenay-Lac-Saint-Jean,10989,5,10768,221,269,0,10642,78,277505,3959.93,28.12,96.94
03,03 - Capitale-Nationale,32675,16,32323,352,1111,2,31459,105,757803,4311.81,13.81,146.61
04,04 - Mauricie et Centre-du-Québec,15140,6,14901,239,519,1,14552,69,523331.5,2893.00,13.16,99.17
05,05 - Estrie,14809,2,14291,518,350,2,14340,119,494966.5,2991.92,23.95,70.71
06,06 - Montréal,131795,61,128872,2923,4752,1,126139,904,2072060.5,6360.58,43.49,229.34
07,07 - Outaouais,12307,7,11860,447,214,0,11997,96,402744,3055.79,23.74,53.14
08,08 - Abitibi-Témiscamingue,1132,1,1099,33,9,0,1104,19,147637,766.75,12.87,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,566,3,89700.5,637.68,3.36,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2031,5,2011,20,45,0,1970,16,89823,2261.11,17.85,50.10
12,12 - Chaudière-Appalaches,19119,21,18838,281,356,1,18546,217,431109.5,4434.84,50.24,82.58
13,13 - Laval,31338,10,29526,1812,911,0,30295,132,444658.5,7047.66,29.56,204.88
14,14 - Lanaudière,23855,9,23144,711,516,0,23245,94,522367,4566.71,17.92,98.78
15,15 - Laurentides,20860,11,20256,604,505,0,20279,76,630238,3309.86,12.00,80.13
16,16 - Montérégie,51003,20,49050,1953,1551,1,49164,288,1438226,3546.24,19.95,107.84
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,449,0,444,5,0,0,438,11,.,.,.,.
999,Ensemble du Québec,372287,178,362119,10168,11164,8,358849,2274,8565469.5,4346.37,26.47,130.34

