No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,0,2,0,7,0.1 %
2,02 - Saguenay–Lac-Saint-Jean,1,26,14,0,0,6,47,0.7 %
3,03 - Capitale-Nationale,2,185,70,3,69,3,332,5.2 %
4,04 - Mauricie et Centre-du-Québec,6,124,38,12,46,2,228,3.6 %
5,05 - Estrie,1,11,10,0,18,3,43,0.7 %
6,06 - Montréal,189,2450,333,102,430,34,3538,55.7 %
7,07 - Outaouais,4,19,7,7,9,2,48,0.8 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,12,11,0,5,0,28,0.4 %
12,12 - Chaudière-Appalaches,5,11,23,6,31,3,79,1.2 %
13,13 - Laval,2,470,60,41,131,7,711,11.2 %
14,14 - Lanaudière,3,127,45,6,53,0,234,3.7 %
15,15 - Laurentides,59,104,48,30,60,8,309,4.9 %
16,16 - Montérégie,12,325,129,35,226,12,739,11.6 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),287,3864,795,242,1081,81,6350,
9999,Ensemble du Québec (%),4.5 %,60.9 %,12.5 %,3.8 %,17.0 %,1.3 %,           .,100.0 %
