Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3892,      2428,       62.4,       778,       20.0,       686,       17.6,        54,n.d.,n.d.,n.d.,n.d.,        46,       85.2
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10894,      5672,       52.1,      2460,       22.6,      2762,       25.4,       269,        13,        4.8,        21,        7.8,       235,       87.4
Région,RSS03,03 - Capitale-Nationale,     31713,     18455,       58.2,      6249,       19.7,      7009,       22.1,      1109,        32,        2.9,       102,        9.2,       975,       87.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     15840,      9305,       58.7,      3062,       19.3,      3473,       21.9,       560,        18,        3.2,        31,        5.5,       511,       91.3
Région,RSS05,05 - Estrie,     15143,      9027,       59.6,      2964,       19.6,      3152,       20.8,       351,        11,        3.1,        30,        8.5,       310,       88.3
Région,RSS06,06 - Montréal,    123341,     72661,       58.9,     22506,       18.2,     28174,       22.8,      4689,       151,        3.2,       274,        5.8,      4264,       90.9
Région,RSS07,07 - Outaouais,     11862,      7658,       64.6,      2006,       16.9,      2198,       18.5,       212,         6,        2.8,        19,        9.0,       187,       88.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1166,       701,       60.1,       268,       23.0,       197,       16.9,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       561,       371,       66.1,       103,       18.4,        87,       15.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       128,        79,       61.7,        22,       17.2,        27,       21.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2051,      1074,       52.4,       417,       20.3,       560,       27.3,        47,n.d.,n.d.,n.d.,n.d.,        42,       89.4
Région,RSS12,12 - Chaudière-Appalaches,     19555,     11964,       61.2,      3824,       19.6,      3767,       19.3,       369,        10,        2.7,        38,       10.3,       321,       87.0
Région,RSS13,13 - Laval,     33190,     20714,       62.4,      6590,       19.9,      5886,       17.7,       916,        17,        1.9,        65,        7.1,       834,       91.0
Région,RSS14,14 - Lanaudière,     25100,     15288,       60.9,      5101,       20.3,      4711,       18.8,       514,        22,        4.3,        31,        6.0,       461,       89.7
Région,RSS15,15 - Laurentides,     22478,     13813,       61.5,      4376,       19.5,      4289,       19.1,       510,        27,        5.3,        37,        7.3,       446,       87.5
Région,RSS16,16 - Montérégie,     52187,     30592,       58.6,     10380,       19.9,     11215,       21.5,      1551,        51,        3.3,       105,        6.8,      1395,       89.9
Région,RSS17,17 - Nunavik,        45,        22,       48.9,         7,       15.6,        16,       35.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       123,        73,       59.3,        18,       14.6,        32,       26.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    369316,    219934,       59.6,     71138,       19.3,     78244,       21.2,     11167,       364,        3.3,       766,        6.9,     10037,       89.9
Groupe d'âge,0_9,Moins de 10 ans,     32422,     27674,       85.4,      3876,       12.0,       872,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     47421,     39291,       82.9,      6811,       14.4,      1319,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     54727,     44259,       80.9,      7879,       14.4,      2589,        4.7,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     51124,     35845,       70.1,     10644,       20.8,      4635,        9.1,        22,n.d.,n.d.,n.d.,n.d.,        15,       68.2
Groupe d'âge,40_49,40-49 ans,     55062,     34608,       62.9,     13148,       23.9,      7306,       13.3,        51,        15,       29.4,        12,       23.5,        24,       47.1
Groupe d'âge,50_59,50-59 ans,     49079,     24658,       50.2,     13942,       28.4,     10479,       21.4,       208,        35,       16.8,        32,       15.4,       141,       67.8
Groupe d'âge,60_69,60-69 ans,     30023,     10145,       33.8,      8462,       28.2,     11416,       38.0,       713,        64,        9.0,        86,       12.1,       563,       79.0
Groupe d'âge,70_79,70-79 ans,     18860,      2385,       12.6,      3650,       19.4,     12825,       68.0,      2180,        79,        3.6,       200,        9.2,      1901,       87.2
Groupe d'âge,80_89,80-89 ans,     19294,       784,        4.1,      1950,       10.1,     16560,       85.8,      4369,        83,        1.9,       263,        6.0,      4023,       92.1
Groupe d'âge,90_,90 ans et plus,     11304,       285,        2.5,       776,        6.9,     10243,       90.6,      3615,        78,        2.2,       170,        4.7,      3367,       93.1
