,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2212,31,2193,19,32,0,1856,324,196934.5,1123.22,164.64,16.25
02,02 - Saguenay-Lac-Saint-Jean,9615,20,9408,207,265,0,9147,203,277505,3464.80,73.19,95.49
03,03 - Capitale-Nationale,25974,250,25634,340,1024,3,22707,2243,757803,3427.54,295.07,135.13
04,04 - Mauricie et Centre-du-Québec,13350,14,13117,233,508,0,12673,169,523331.5,2550.96,32.23,97.07
05,05 - Estrie,12195,37,11713,482,323,0,11655,217,494966.5,2463.80,43.68,65.26
06,06 - Montréal,118198,299,115299,2899,4634,0,110174,3390,2072060.5,5704.37,163.10,223.64
07,07 - Outaouais,8428,178,7997,431,175,1,7461,792,402744,2092.64,195.82,43.45
08,08 - Abitibi-Témiscamingue,1026,1,993,33,9,1,950,67,147637,694.95,45.38,6.10
09,09 - Côte-Nord,374,0,359,15,3,0,355,16,89700.5,416.94,17.90,3.34
10,10 - Nord-du-Québec,89,0,87,2,0,0,88,1,13521.5,658.21,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1759,1,1740,19,45,0,1703,11,89823,1958.30,12.27,50.10
12,12 - Chaudière-Appalaches,13075,142,12805,270,291,0,11975,809,431109.5,3032.87,187.31,67.50
13,13 - Laval,27794,78,26143,1651,890,0,26212,692,444658.5,6250.64,154.96,200.15
14,14 - Lanaudière,21958,22,21247,711,503,1,21088,367,522367,4203.56,69.95,96.29
15,15 - Laurentides,18241,80,17638,603,489,1,17325,427,630238,2894.30,67.40,77.59
16,16 - Montérégie,45053,116,43163,1890,1515,1,42479,1059,1438226,3132.54,73.35,105.34
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,292,1,287,5,0,0,284,8,.,.,.,.
999,Ensemble du Québec,319802,1270,309990,9812,10709,8,298298,10795,8565469.5,3733.62,125.64,125.03

