,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2032,59,2013,19,30,0,1653,349,196934.5,1031.82,177.34,15.23
02,02 - Saguenay-Lac-Saint-Jean,9461,34,9255,206,265,0,8973,223,277505,3409.31,80.40,95.49
03,03 - Capitale-Nationale,24398,261,24059,339,1018,2,22167,1213,757803,3219.57,159.57,134.34
04,04 - Mauricie et Centre-du-Québec,13220,18,12987,233,508,0,12575,137,523331.5,2526.12,26.13,97.07
05,05 - Estrie,12040,32,11567,473,322,0,11556,162,494966.5,2432.49,32.61,65.05
06,06 - Montréal,116200,393,113299,2901,4623,5,108189,3388,2072060.5,5607.94,163.00,223.11
07,07 - Outaouais,7660,126,7229,431,174,1,6939,547,402744,1901.95,135.24,43.20
08,08 - Abitibi-Témiscamingue,989,9,956,33,8,0,907,74,147637,669.89,50.12,5.42
09,09 - Côte-Nord,363,3,348,15,3,0,356,4,89700.5,404.68,4.48,3.34
10,10 - Nord-du-Québec,89,1,87,2,0,0,88,1,13521.5,658.21,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1750,2,1731,19,45,0,1702,3,89823,1948.28,3.35,50.10
12,12 - Chaudière-Appalaches,12421,86,12153,268,289,0,11706,426,431109.5,2881.17,98.63,67.04
13,13 - Laval,27279,78,25649,1630,890,0,25645,744,444658.5,6134.82,166.60,200.15
14,14 - Lanaudière,21726,25,21015,711,502,1,20867,357,522367,4159.14,68.05,96.10
15,15 - Laurentides,17902,41,17298,604,484,0,17042,376,630238,2840.51,59.35,76.80
16,16 - Montérégie,44376,100,42491,1885,1512,0,41840,1024,1438226,3085.47,70.93,105.13
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,287,3,282,5,0,0,277,10,.,.,.,.
999,Ensemble du Québec,312362,1271,302586,9776,10676,9,292648,9038,8565469.5,3646.76,105.19,124.64

