,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1623,4,1605,18,30,0,1542,51,196934.5,824.13,25.92,15.23
02,02 - Saguenay-Lac-Saint-Jean,8928,40,8736,192,264,0,8577,87,277505,3217.24,31.37,95.13
03,03 - Capitale-Nationale,22925,30,22586,339,999,1,21581,345,757803,3025.19,45.39,131.83
04,04 - Mauricie et Centre-du-Québec,12963,6,12731,232,507,0,12348,108,523331.5,2477.02,20.60,96.88
05,05 - Estrie,11796,6,11331,465,317,0,11334,145,494966.5,2383.19,29.19,64.04
06,06 - Montréal,110950,247,108071,2879,4570,6,103068,3312,2072060.5,5354.57,159.35,220.55
07,07 - Outaouais,6647,19,6227,420,167,0,6276,204,402744,1650.43,50.44,41.47
08,08 - Abitibi-Témiscamingue,890,1,857,33,7,0,861,22,147637,602.83,14.90,4.74
09,09 - Côte-Nord,356,0,341,15,3,0,352,1,89700.5,396.88,1.12,3.34
10,10 - Nord-du-Québec,88,1,86,2,0,0,87,1,13521.5,650.82,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1738,0,1719,19,45,0,1671,22,89823,1934.92,24.54,50.10
12,12 - Chaudière-Appalaches,11842,11,11575,267,288,0,11437,117,431109.5,2746.87,27.09,66.80
13,13 - Laval,25919,72,24343,1576,876,0,24268,775,444658.5,5828.97,173.54,197.01
14,14 - Lanaudière,21078,49,20367,711,496,0,20062,520,522367,4035.09,99.12,94.95
15,15 - Laurentides,17152,29,16549,603,480,0,16257,415,630238,2721.51,65.51,76.16
16,16 - Montérégie,42859,78,41041,1818,1499,3,40613,747,1438226,2979.99,51.74,104.23
17,17 - Nunavik,46,0,44,2,0,0,45,1,14336.5,320.86,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,263,1,258,5,0,0,256,7,.,.,.,.
999,Ensemble du Québec,298186,594,288590,9596,10550,10,280755,6881,8565469.5,3481.26,80.09,123.17

