,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3957,0,3931,26,52,0,3892,13,196934.5,2009.30,6.61,26.40,2
02,02 - Saguenay-Lac-Saint-Jean,11016,0,10795,221,271,0,10740,5,277505,3969.66,1.80,97.66,1
03,03 - Capitale-Nationale,32768,5,32416,352,1115,0,31629,24,757803,4324.08,3.16,147.14,1
04,04 - Mauricie et Centre-du-Québec,15187,1,14948,239,526,0,14645,16,523331.5,2901.98,3.05,100.51,2
05,05 - Estrie,14890,1,14372,518,352,0,14524,14,494966.5,3008.28,2.82,71.12,3
06,06 - Montréal,132748,46,129825,2923,4767,-1,127590,391,2072060.5,6406.57,18.81,230.06,30
07,07 - Outaouais,12519,6,12072,447,215,1,12235,69,402744,3108.43,17.06,53.38,7
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1136,1,147637,776.23,0.68,6.10,0
09,09 - Côte-Nord,574,0,555,19,4,0,570,0,89700.5,639.91,0.00,4.46,0
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2063,0,2043,20,46,0,2013,4,89823,2296.74,4.46,51.21,1
12,12 - Chaudière-Appalaches,19270,2,18989,281,358,0,18894,18,431109.5,4469.86,4.17,83.04,4
13,13 - Laval,31639,9,29818,1821,913,0,30620,106,444658.5,7115.35,23.74,205.33,24
14,14 - Lanaudière,24044,1,23333,711,516,0,23466,62,522367,4602.89,11.82,98.78,7
15,15 - Laurentides,20990,4,20386,604,510,1,20457,23,630238,3330.49,3.63,80.92,3
16,16 - Montérégie,51388,17,49432,1956,1557,3,49694,137,1438226,3573.01,9.49,108.26,8
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,472,1,467,5,0,0,469,3,.,.,.,.,1
999,Ensemble du Québec,374950,93,364769,10181,11214,4,362850,886,8565469.5,4377.46,10.31,130.92,94

