No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,26,4,11,0,52,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,79,4,86,8,271,2.4 %
03,03 - Capitale-Nationale,4,518,212,32,322,27,1115,9.9 %
04,04 - Mauricie et Centre-du-Québec,6,152,239,20,104,5,526,4.7 %
05,05 - Estrie,3,126,83,17,111,12,352,3.1 %
06,06 - Montréal,205,2732,926,135,697,72,4767,42.5 %
07,07 - Outaouais,11,78,58,14,51,3,215,1.9 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,4,0,0,0,4,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,18,0,13,0,46,0.4 %
12,12 - Chaudière-Appalaches,5,120,97,6,125,5,358,3.2 %
13,13 - Laval,2,509,160,53,184,5,913,8.1 %
14,14 - Lanaudière,3,250,129,12,119,3,516,4.6 %
15,15 - Laurentides,64,177,120,53,82,14,510,4.5 %
16,16 - Montérégie,15,618,388,62,465,9,1557,13.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,2,0,0,1,3,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),321,5397,2549,412,2371,164,11214,
9999,Ensemble du Québec (%),2.9 %,48.1 %,22.7 %,3.7 %,21.1 %,1.5 %,.,100.0 %

