No,RSS,NoRLS,RLS,Cas,Population,Taux
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,10,10 582,"94,5"
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,17,18 753,"90,7"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,32,15 881,"201,5"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,10,12 606,"79,3"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,210,89 998,"233,3"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,431,258 118,"167,0"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,52,42 500,"122,4"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,62,73 173,"84,7"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,17,16 426,"103,5"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,20,40 092,"49,9"
12,12 - Chaudière-Appalaches,,Total,582,430 309,"135,3"
13,13 - Laval,1311,1311 - RLS de Laval,6152,442 745,"1 389,5"
13,13 - Laval,,Total,6152,442 745,"1 389,5"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1651,223 099,"740,0"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2920,296 993,"983,2"
14,14 - Lanaudière,,Total,4650,520 092,"894,1"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,30,35 580,"84,3"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,177,48 016,"368,6"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,254,44 362,"572,6"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,111,33 422,"332,1"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,844,124 641,"677,1"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1224,177 517,"689,5"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1370,163 430,"838,3"
15,15 - Laurentides,,Total,4078,626 968,"650,4"
16,16 - Montérégie,1611,1611 - RLS de Champlain,2004,225 442,"888,9"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,787,195 297,"403,0"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,2275,262 440,"866,9"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,1021,220 957,"462,1"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,54,51 371,"105,1"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,821,160 002,"513,1"
16,16 - Montérégie,1632,1632 - RLS du Suroît,678,60 523,"1 120,2"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,104,24 346,"427,2"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1335,232 373,"574,5"
16,16 - Montérégie,,Total,9093,1 432 751,"634,7"
17,17 - Nunavik,1701,1701 - Nunavik,17,14 260,"119,2"
17,17 - Nunavik,,Total,17,14 260,"119,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,11,18 385,"59,8"
18,18 - Terres-Cries-de-la-Baie-James,,Total,11,18 385,"59,8"
