,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3152,49,3132,20,38,0,2712,402,196934.5,1600.53,204.27,19.30
02,02 - Saguenay-Lac-Saint-Jean,10334,19,10122,212,266,0,9884,184,277505,3723.90,66.34,95.85
03,03 - Capitale-Nationale,31493,75,31143,350,1091,3,29423,979,757803,4155.83,128.79,143.97
04,04 - Mauricie et Centre-du-Québec,14319,37,14081,238,511,1,13515,293,523331.5,2736.12,55.88,97.64
05,05 - Estrie,13433,48,12925,508,333,0,12653,447,494966.5,2713.92,89.98,67.28
06,06 - Montréal,126277,190,123358,2919,4684,3,118955,2638,2072060.5,6094.27,126.92,226.06
07,07 - Outaouais,11429,32,10981,448,201,4,10816,412,402744,2837.78,101.87,49.91
08,08 - Abitibi-Témiscamingue,1098,0,1065,33,9,0,1085,4,147637,743.72,2.71,6.10
09,09 - Côte-Nord,533,5,514,19,3,0,485,45,89700.5,594.20,50.35,3.34
10,10 - Nord-du-Québec,94,0,92,2,0,0,90,4,13521.5,695.19,29.66,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1848,5,1829,19,45,0,1780,23,89823,2057.38,25.66,50.10
12,12 - Chaudière-Appalaches,17175,121,16898,277,328,3,15893,954,431109.5,3983.91,220.88,76.08
13,13 - Laval,30005,62,28247,1758,901,0,28479,625,444658.5,6747.88,139.96,202.63
14,14 - Lanaudière,23181,33,22471,710,510,0,22267,404,522367,4437.68,77.00,97.63
15,15 - Laurentides,19895,36,19290,605,497,0,19049,349,630238,3156.74,55.09,78.86
16,16 - Montérégie,48676,83,46739,1937,1539,1,46024,1113,1438226,3384.45,77.09,107.01
17,17 - Nunavik,47,0,45,2,0,0,46,1,14336.5,327.83,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,364,2,359,5,0,0,349,15,.,.,.,.
999,Ensemble du Québec,353475,797,343413,10062,10959,15,333624,8892,8565469.5,4126.74,103.49,127.94

