,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3906,3,3880,26,49,2,3783,74,196934.5,1983.40,37.60,24.88
02,02 - Saguenay-Lac-Saint-Jean,10901,5,10680,221,269,0,10547,85,277505,3928.22,30.64,96.94
03,03 - Capitale-Nationale,32587,9,32236,351,1107,0,31301,179,757803,4300.19,23.55,146.08
04,04 - Mauricie et Centre-du-Québec,15078,9,14839,239,517,0,14464,97,523331.5,2881.16,18.50,98.79
05,05 - Estrie,14731,28,14213,518,348,0,14085,298,494966.5,2976.16,59.99,70.31
06,06 - Montréal,131208,35,128284,2924,4741,0,125057,1410,2072060.5,6332.25,67.84,228.81
07,07 - Outaouais,12219,18,11772,447,214,0,11821,184,402744,3033.94,45.49,53.14
08,08 - Abitibi-Témiscamingue,1114,1,1081,33,9,0,1102,3,147637,754.55,2.03,6.10
09,09 - Côte-Nord,571,0,552,19,3,0,565,3,89700.5,636.56,3.36,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2019,2,1999,20,45,0,1946,28,89823,2247.75,31.23,50.10
12,12 - Chaudière-Appalaches,18926,28,18646,280,351,0,18309,266,431109.5,4390.07,61.59,81.42
13,13 - Laval,31228,11,29421,1807,911,2,30108,209,444658.5,7022.92,46.80,204.88
14,14 - Lanaudière,23790,14,23079,711,515,0,23120,155,522367,4554.27,29.54,98.59
15,15 - Laurentides,20762,11,20158,604,504,1,20113,145,630238,3294.31,22.89,79.97
16,16 - Montérégie,50783,34,48830,1953,1547,0,48772,464,1438226,3530.95,32.14,107.56
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,426,0,421,5,0,0,418,8,.,.,.,.
999,Ensemble du Québec,370527,208,360365,10162,11133,5,355785,3609,8565469.5,4325.82,42.00,129.98

