Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;28;198;180,3;5093;4636,7;0;;0;
5-9 ans;18;209;194,3;6809;6329,2;0;;0;
10-19 ans;23;383;192,5;15581;7833;0;;0;
20-29 ans;58;784;240,8;24594;7553,9;0;;< 5;n.p.
30-39 ans;37;495;150,8;21662;6600;0;;7;n.p.
40-49 ans;38;343;123,6;20603;7422;< 5;n.p.;23;* 8,3
50-59 ans;9;209;81,5;16735;6524,4;0;;105;40,9
60-69 ans;6;114;52,7;10155;4694,1;0;;332;153,5
70-79 ans;< 5;54;37,4;6568;4545,1;0;;838;579,9
80 ans et +;8;36;* 35,8;11993;11922,5;0;;3468;3447,6
Manquant;0;0;;94;;0;;0;
Total;229;2825;136,8;139887;6772;< 5;n.p.;4776;231,2
