No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,136,8,26,0,186,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,138,163,10,137,12,460,2.9 %
03,03 - Capitale-Nationale,7,634,401,40,478,36,1596,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,157,720,22,114,5,1022,6.5 %
05,05 - Estrie,4,183,214,26,186,16,629,4.0 %
06,06 - Montréal,217,2846,1432,159,810,79,5543,35.3 %
07,07 - Outaouais,11,95,131,15,65,4,321,2.0 %
08,08 - Abitibi-Témiscamingue,3,39,50,6,18,1,117,0.7 %
09,09 - Côte-Nord,0,0,45,0,1,0,46,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,53,0,13,0,82,0.5 %
12,12 - Chaudière-Appalaches,5,171,287,11,197,6,677,4.3 %
13,13 - Laval,6,551,287,59,216,11,1130,7.2 %
14,14 - Lanaudière,3,319,267,25,172,5,791,5.0 %
15,15 - Laurentides,63,259,268,64,109,13,776,4.9 %
16,16 - Montérégie,16,725,851,76,618,13,2299,14.6 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,16,0,0,1,17,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),342,6146,5337,521,3160,202,15708,
9999,Ensemble du Québec (%),2.2 %,39.1 %,34.0 %,3.3 %,20.1 %,1.3 %,.,100.0 %

