,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2181,19,2162,19,32,0,1822,327,196934.5,1107.47,166.16,16.25
02,02 - Saguenay-Lac-Saint-Jean,9595,28,9388,207,265,0,9128,202,277505,3457.60,72.82,95.49
03,03 - Capitale-Nationale,25724,290,25384,340,1021,0,22586,2117,757803,3394.55,278.50,134.73
04,04 - Mauricie et Centre-du-Québec,13336,19,13103,233,508,0,12663,165,523331.5,2548.29,31.47,97.07
05,05 - Estrie,12158,16,11674,484,323,0,11638,197,494966.5,2456.33,39.66,65.26
06,06 - Montréal,117899,300,115000,2899,4634,4,109861,3404,2072060.5,5689.94,163.77,223.64
07,07 - Outaouais,8250,87,7818,432,174,0,7356,720,402744,2048.45,178.02,43.20
08,08 - Abitibi-Témiscamingue,1025,6,992,33,8,0,942,75,147637,694.27,50.79,5.42
09,09 - Côte-Nord,374,0,359,15,3,0,356,15,89700.5,416.94,16.78,3.34
10,10 - Nord-du-Québec,89,0,87,2,0,0,88,1,13521.5,658.21,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1758,1,1739,19,45,0,1702,11,89823,1957.18,12.27,50.10
12,12 - Chaudière-Appalaches,12933,114,12663,270,291,0,11933,709,431109.5,2999.93,164.15,67.50
13,13 - Laval,27716,95,26061,1655,890,0,26126,700,444658.5,6233.10,156.75,200.15
14,14 - Lanaudière,21936,42,21225,711,502,0,21048,386,522367,4199.35,73.57,96.10
15,15 - Laurentides,18161,57,17558,603,488,0,17278,395,630238,2881.61,62.35,77.43
16,16 - Montérégie,44937,95,43046,1891,1514,0,42407,1016,1438226,3124.47,70.37,105.27
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,291,-1,286,5,0,0,284,7,.,.,.,.
999,Ensemble du Québec,318532,1168,308712,9820,10701,4,297384,10447,8565469.5,3718.79,121.59,124.93

