,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,11029,59,10991,38,73,2,9965,991,197738.33333,5577.57,501.36,36.92,109
02,02 - Saguenay-Lac-Saint-Jean,19826,119,19477,349,297,1,18191,1338,278600,7116.30,480.27,106.60,295
03,03 - Capitale-Nationale,60588,481,60223,365,1200,10,54525,4863,761103.66667,7960.55,634.38,157.67,414
04,04 - Mauricie et Centre-du-Québec,40377,320,40137,240,680,9,35648,4049,527666.66667,7651.99,763.55,128.87,409
05,05 - Estrie,36292,246,35767,525,462,10,33481,2349,502406,7223.64,462.42,91.96,354
06,06 - Montréal,258252,870,254997,3255,5034,12,239727,13491,2061667.3333,12526.37,651.27,244.17,2227
07,07 - Outaouais,31255,156,30813,442,241,2,29424,1590,405378.66667,7710.08,388.05,59.45,226
08,08 - Abitibi-Témiscamingue,4814,73,4779,35,29,2,4071,714,147876.33333,3255.42,482.62,19.61,98
09,09 - Côte-Nord,3031,71,3004,27,6,0,2453,572,90082.333333,3364.70,637.91,6.66,75
10,10 - Nord-du-Québec,585,19,510,75,0,0,492,93,13383.666667,4371.00,699.04,0.00,9
11,11 - Gaspésie-Îles-de-la-Madeleine,4187,14,4151,36,49,1,3919,219,90783.333333,4612.08,240.93,53.97,13
12,12 - Chaudière-Appalaches,44538,325,44263,275,443,3,40538,3557,434525.66667,10249.80,814.76,101.95,417
13,13 - Laval,60798,269,58832,1966,976,3,57075,2747,445993.33333,13632.04,610.28,218.84,365
14,14 - Lanaudière,55901,247,55186,715,603,8,52212,3086,530581,10535.81,574.66,113.65,453
15,15 - Laurentides,54511,1266,53905,606,564,7,50602,3345,640046.66667,8516.72,515.63,88.12,1320
16,16 - Montérégie,114960,569,113048,1912,1784,19,105315,7861,1452381.3333,7915.28,535.92,122.83,833
17,17 - Nunavik,1882,17,1878,4,6,0,1596,280,14619,12873.66,1882.86,41.04,46
18,18 - Terres-Cries-de-la-Baie-James,1130,26,986,144,5,0,872,253,18660.333333,6055.63,1333.61,26.79,26
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2336,-4,2328,8,1,0,2244,91,.,.,.,.,15
999,Ensemble du Québec,806296,5143,795278,11018,12453,89,742354,51489,8613493.6667,9360.85,593.38,144.58,7704

