Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,     10679,      6660,       62.4,      2135,       20.0,      1884,       17.6,        71,n.d.,n.d.,n.d.,n.d.,        61,       85.9
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     19159,     10382,       54.2,      4321,       22.6,      4456,       23.3,       294,n.d.,n.d.,n.d.,n.d.,       278,       94.6
Région,RSS03,03 - Capitale-Nationale,     57468,     35120,       61.1,     11076,       19.3,     11272,       19.6,      1178,        17,        1.4,        85,        7.2,      1076,       91.3
Région,RSS04,04 - Mauricie et Centre-du-Québec,     38823,     23487,       60.5,      7349,       18.9,      7987,       20.6,       667,        13,        1.9,        28,        4.2,       626,       93.9
Région,RSS05,05 - Estrie,     34704,     21325,       61.4,      6888,       19.8,      6491,       18.7,       447,        15,        3.4,        27,        6.0,       405,       90.6
Région,RSS06,06 - Montréal,    226642,    142002,       62.7,     40353,       17.8,     44287,       19.5,      4919,       137,        2.8,       218,        4.4,      4564,       92.8
Région,RSS07,07 - Outaouais,     28227,     19202,       68.0,      4735,       16.8,      4290,       15.2,       234,         6,        2.6,        11,        4.7,       217,       92.7
Région,RSS08,08 - Abitibi-Témiscamingue,      4564,      2743,       60.1,       940,       20.6,       881,       19.3,        27,n.d.,n.d.,n.d.,n.d.,        24,       88.9
Région,RSS09,09 - Côte-Nord,      2853,      1842,       64.6,       517,       18.1,       494,       17.3,         6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       536,       356,       66.4,        85,       15.9,        95,       17.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      4048,      2259,       55.8,       806,       19.9,       983,       24.3,        48,n.d.,n.d.,n.d.,n.d.,        44,       91.7
Région,RSS12,12 - Chaudière-Appalaches,     43258,     27546,       63.7,      8231,       19.0,      7481,       17.3,       438,         8,        1.8,        28,        6.4,       402,       91.8
Région,RSS13,13 - Laval,     58191,     37239,       64.0,     11322,       19.5,      9630,       16.5,       961,         7,        0.7,        52,        5.4,       902,       93.9
Région,RSS14,14 - Lanaudière,     54360,     34447,       63.4,     10818,       19.9,      9095,       16.7,       591,        13,        2.2,        24,        4.1,       554,       93.7
Région,RSS15,15 - Laurentides,     51830,     33097,       63.9,      9763,       18.8,      8970,       17.3,       552,        10,        1.8,        18,        3.3,       524,       94.9
Région,RSS16,16 - Montérégie,    109989,     67448,       61.3,     21319,       19.4,     21222,       19.3,      1751,        34,        1.9,        81,        4.6,      1636,       93.4
Région,RSS17,17 - Nunavik,      1684,      1087,       64.5,       263,       15.6,       334,       19.8,         6,n.d.,n.d.,n.d.,n.d.,         5,       83.3
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,      1022,       667,       65.3,       164,       16.0,       191,       18.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    748210,    467050,       62.4,    141110,       18.9,    140050,       18.7,     12194,       272,        2.2,       596,        4.9,     11326,       92.9
Groupe d'âge,0_9,Moins de 10 ans,     69690,     59319,       85.1,      8390,       12.0,      1981,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     94627,     78867,       83.3,     13055,       13.8,      2705,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,    124323,    100130,       80.5,     17934,       14.4,      6259,        5.0,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Groupe d'âge,30_39,30-39 ans,    115442,     80948,       70.1,     23587,       20.4,     10907,        9.4,        27,n.d.,n.d.,n.d.,n.d.,        22,       81.5
Groupe d'âge,40_49,40-49 ans,    116369,     73748,       63.4,     27419,       23.6,     15202,       13.1,        69,        14,       20.3,        13,       18.8,        42,       60.9
Groupe d'âge,50_59,50-59 ans,     95140,     48908,       51.4,     25870,       27.2,     20362,       21.4,       260,        23,        8.8,        22,        8.5,       215,       82.7
Groupe d'âge,60_69,60-69 ans,     55816,     19490,       34.9,     15286,       27.4,     21040,       37.7,       826,        46,        5.6,        74,        9.0,       706,       85.5
Groupe d'âge,70_79,70-79 ans,     31689,      4161,       13.1,      5861,       18.5,     21667,       68.4,      2422,        47,        1.9,       142,        5.9,      2233,       92.2
Groupe d'âge,80_89,80-89 ans,     28926,      1074,        3.7,      2656,        9.2,     25196,       87.1,      4730,        65,        1.4,       198,        4.2,      4467,       94.4
Groupe d'âge,90_,90 ans et plus,     16188,       405,        2.5,      1052,        6.5,     14731,       91.0,      3849,        71,        1.8,       145,        3.8,      3633,       94.4
