No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,11,41,4,14,0,73,0.6 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,98,5,91,9,297,2.4 %
03,03 - Capitale-Nationale,4,533,268,32,335,28,1200,9.6 %
04,04 - Mauricie et Centre-du-Québec,5,155,383,22,110,5,680,5.5 %
05,05 - Estrie,3,134,165,19,129,12,462,3.7 %
06,06 - Montréal,208,2764,1122,141,726,73,5034,40.4 %
07,07 - Outaouais,11,84,74,14,54,4,241,1.9 %
08,08 - Abitibi-Témiscamingue,2,1,22,1,3,0,29,0.2 %
09,09 - Côte-Nord,0,0,5,0,1,0,6,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,21,0,13,0,49,0.4 %
12,12 - Chaudière-Appalaches,5,131,155,7,140,5,443,3.6 %
13,13 - Laval,3,516,207,53,191,6,976,7.8 %
14,14 - Lanaudière,3,274,179,15,128,4,603,4.8 %
15,15 - Laurentides,64,188,156,55,87,14,564,4.5 %
16,16 - Montérégie,16,639,562,63,495,9,1784,14.3 %
17,17 - Nunavik,0,0,6,0,0,0,6,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),327,5539,3469,431,2517,170,12453,
9999,Ensemble du Québec (%),2.6 %,44.5 %,27.9 %,3.5 %,20.2 %,1.4 %,.,100.0 %

