,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,11112,83,11074,38,77,4,10056,979,197738.33333,5619.55,495.29,38.94,91
02,02 - Saguenay-Lac-Saint-Jean,19972,146,19620,352,299,2,18362,1311,278600,7168.70,470.57,107.32,171
03,03 - Capitale-Nationale,61031,443,60666,365,1212,12,54846,4973,761103.66667,8018.75,648.73,159.24,321
04,04 - Mauricie et Centre-du-Québec,40694,317,40454,240,683,3,35920,4091,527666.66667,7712.07,771.47,129.44,272
05,05 - Estrie,36554,262,36028,526,464,2,33727,2363,502406,7275.79,465.18,92.36,246
06,06 - Montréal,259626,1374,256364,3262,5052,18,241055,13519,2061667.3333,12593.01,652.62,245.04,1328
07,07 - Outaouais,31455,200,31013,442,243,2,29569,1643,405378.66667,7759.41,400.99,59.94,145
08,08 - Abitibi-Témiscamingue,4932,118,4897,35,31,2,4117,784,147876.33333,3335.22,529.94,20.96,46
09,09 - Côte-Nord,3115,84,3088,27,6,0,2509,600,90082.333333,3457.95,669.14,6.66,56
10,10 - Nord-du-Québec,603,18,523,80,0,0,512,91,13383.666667,4505.49,684.00,0.00,20
11,11 - Gaspésie-Îles-de-la-Madeleine,4221,34,4184,37,49,0,3938,234,90783.333333,4649.53,257.44,53.97,19
12,12 - Chaudière-Appalaches,44856,318,44581,275,449,6,40813,3594,434525.66667,10322.98,823.24,103.33,275
13,13 - Laval,61087,289,59123,1964,978,2,57430,2679,445993.33333,13696.84,595.17,219.29,355
14,14 - Lanaudière,56230,329,55515,715,608,5,52522,3100,530581,10597.82,577.27,114.59,310
15,15 - Laurentides,55914,1403,55308,606,571,7,51815,3528,640046.66667,8735.93,543.84,89.21,1213
16,16 - Montérégie,115559,599,113647,1912,1807,23,105877,7875,1452381.3333,7956.52,536.88,124.42,562
17,17 - Nunavik,1904,22,1900,4,6,0,1616,282,14619,13024.15,1896.31,41.04,20
18,18 - Terres-Cries-de-la-Baie-James,1196,66,1048,148,5,0,874,317,18660.333333,6409.32,1670.97,26.79,2
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2354,18,2346,8,1,0,2257,96,.,.,.,.,13
999,Ensemble du Québec,812419,6123,801382,11037,12541,88,747819,52059,8613493.6667,9431.93,599.95,145.60,5465

