,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3944,1,3918,26,51,0,3868,25,196934.5,2002.70,12.70,25.90
02,02 - Saguenay-Lac-Saint-Jean,10998,0,10777,221,270,0,10696,32,277505,3963.17,11.54,97.30
03,03 - Capitale-Nationale,32704,7,32352,352,1111,0,31528,65,757803,4315.63,8.55,146.61
04,04 - Mauricie et Centre-du-Québec,15156,1,14917,239,520,0,14592,44,523331.5,2896.06,8.39,99.36
05,05 - Estrie,14839,4,14321,518,350,0,14407,82,494966.5,2997.98,16.51,70.71
06,06 - Montréal,132083,48,129163,2920,4756,1,126624,703,2072060.5,6374.48,33.82,229.53
07,07 - Outaouais,12373,5,11926,447,214,0,12057,102,402744,3072.17,25.22,53.14
08,08 - Abitibi-Témiscamingue,1138,1,1105,33,9,0,1107,22,147637,770.81,14.90,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,568,1,89700.5,637.68,1.12,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2052,2,2032,20,45,0,1975,32,89823,2284.49,35.70,50.10
12,12 - Chaudière-Appalaches,19196,9,18915,281,357,0,18688,151,431109.5,4452.70,34.96,82.81
13,13 - Laval,31410,14,29597,1813,911,0,30386,113,444658.5,7063.85,25.30,204.88
14,14 - Lanaudière,23909,9,23198,711,516,0,23297,96,522367,4577.05,18.30,98.78
15,15 - Laurentides,20893,5,20289,604,506,0,20336,51,630238,3315.10,8.05,80.29
16,16 - Montérégie,51114,14,49161,1953,1551,0,49345,218,1438226,3553.96,15.10,107.84
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,453,3,448,5,0,0,445,8,.,.,.,.
999,Ensemble du Québec,373112,123,362946,10166,11173,1,360194,1745,8565469.5,4356.00,20.31,130.44

