Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;76;69,2;4733;4308,9;0;;0;
5-9 ans;n.d.;58;53,9;6246;5805,9;0;;0;
10-19 ans;n.d.;169;85;14458;7268,4;0;;0;
20-29 ans;n.d.;218;67;22261;6837,4;0;;< 5;n.p.
30-39 ans;n.d.;160;48,7;20250;6169,8;0;;7;n.p.
40-49 ans;n.d.;122;43,9;19657;7081,2;0;;22;* 7,9
50-59 ans;n.d.;86;33,5;16156;6298,6;< 5;n.p.;102;39,8
60-69 ans;n.d.;45;20,8;9863;4559,2;< 5;n.p.;327;151,2
70-79 ans;n.d.;20;* 13,8;6431;4450,3;< 5;n.p.;831;575,1
80 ans et +;n.d.;16;* 15,9;11935;11864,9;6;n.p.;3464;3443,6
Manquant;n.d.;0;;93;;0;;0;
Total;48;970;47;132083;6394,2;14;* 0,7;4756;230,2
