,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1434,5,1419,15,27,0,1355,52,196795,728.68,26.42,13.72
02,02 - Saguenay–Lac-Saint-Jean,8590,31,8405,185,246,2,8017,327,277378,3096.86,117.89,88.69
03,03 - Capitale-Nationale,20449,85,20134,315,823,4,18131,1495,760147,2690.14,196.67,108.27
04,04 - Mauricie et Centre-du-Québec,11553,46,11330,223,405,1,10219,929,524322,2203.42,177.18,77.24
05,05 - Estrie,9933,95,9531,402,229,1,8858,846,496770,1999.52,170.30,46.10
06,06 - Montréal,87139,646,84330,2809,4095,11,75054,7990,2078464,4192.47,384.42,197.02
07,07 - Outaouais,5609,61,5244,365,142,0,5098,369,404456,1386.80,91.23,35.11
08,08 - Abitibi-Témiscamingue,647,5,613,34,5,0,526,116,147658,438.17,78.56,3.39
09,09 - Côte-Nord,336,1,322,14,3,0,315,18,89368,375.97,20.14,3.36
10,10 - Nord-du-Québec,93,0,91,2,0,0,78,15,13485,689.66,111.23,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1683,0,1664,19,45,0,1619,19,89648,1877.34,21.19,50.20
12,12 - Chaudière-Appalaches,10352,47,10093,259,219,1,9285,848,431910,2396.80,196.34,50.71
13,13 - Laval,20541,165,19114,1427,798,1,18012,1731,446572,4599.71,387.62,178.69
14,14 - Lanaudière,17598,92,16890,708,434,1,15918,1246,524642,3354.29,237.50,82.72
15,15 - Laurentides,13308,79,12707,601,395,2,12026,887,633508,2100.68,140.01,62.35
16,16 - Montérégie,34781,270,33337,1444,1219,8,30564,2998,1443701,2409.16,207.66,84.44
17,17 - Nunavik,35,1,33,2,0,0,31,4,14413,242.84,27.75,0.00
18,18 - Terres-Cries-de-la-Baie-James,59,4,59,0,2,0,30,27,18629,316.71,144.94,10.74
98,Inconnu,5,0,5,0,0,0,5,0,           .,         .  ,         .  ,         .  
99,Hors Québec,203,1,199,4,0,0,184,19,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,244348,1634,235520,8828,9087,32,215325,19936,8591866,2843.95,232.03,105.76
