Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;12;32;* 29,1;4771;4343,5;0;;0;
5-9 ans;14;40;37,2;6287;5844;0;;0;
10-19 ans;35;97;48,8;14561;7320,2;0;;0;
20-29 ans;46;104;31,9;22364;6869;0;;< 5;n.p.
30-39 ans;33;77;23,5;20329;6193,8;0;;7;n.p.
40-49 ans;19;55;19,8;19716;7102,4;0;;22;* 7,9
50-59 ans;22;55;21,4;16214;6321,2;< 5;n.p.;103;40,2
60-69 ans;13;22;* 10,2;9886;4569,8;< 5;n.p.;330;152,5
70-79 ans;7;19;* 13,1;6450;4463,4;< 5;n.p.;834;577,1
80 ans et +;5;13;* 12,9;11947;11876,8;0;;3465;3444,6
Manquant;0;0;;92;;0;;0;
Total;206;514;24,9;132617;6420,1;6;n.p.;4764;230,6
