,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15920,35,15881,39,110,0,15057,753,197738.33333,8051.04,380.95,55.63,55
02,02 - Saguenay-Lac-Saint-Jean,25128,22,24767,361,362,0,24277,489,278600,9019.38,175.52,129.94,53
03,03 - Capitale-Nationale,76034,122,75671,363,1432,0,73095,1507,761103.66667,9989.97,196.59,188.15,140
04,04 - Mauricie et Centre-du-Québec,50037,78,49797,240,901,3,48038,1098,527666.66667,9482.69,207.06,170.75,90
05,05 - Estrie,42729,33,42204,525,547,0,41746,436,502406,8504.87,85.83,108.88,49
06,06 - Montréal,284220,124,280857,3363,5337,0,276788,2095,2061667.3333,13785.93,101.14,258.87,166
07,07 - Outaouais,35923,28,35478,445,289,0,35301,333,405378.66667,8861.59,81.27,71.29,23
08,08 - Abitibi-Témiscamingue,8282,47,8242,40,77,2,7834,371,147876.33333,5600.63,250.78,52.07,35
09,09 - Côte-Nord,6195,17,6168,27,39,0,5659,497,90082.333333,6877.04,554.27,43.29,33
10,10 - Nord-du-Québec,1146,3,938,208,4,0,1114,28,13383.666667,8562.68,210.46,29.89,9
11,11 - Gaspésie-Îles-de-la-Madeleine,6318,51,6282,36,58,0,5698,562,90783.333333,6959.43,618.29,63.89,58
12,12 - Chaudière-Appalaches,54100,100,53817,283,561,0,52186,1353,434525.66667,12450.36,309.92,129.11,91
13,13 - Laval,66577,26,64614,1963,1048,0,65104,425,445993.33333,14927.80,94.42,234.98,23
14,14 - Lanaudière,63370,32,62654,716,728,0,62131,511,530581,11943.51,95.16,137.21,30
15,15 - Laurentides,70561,46,69954,607,706,0,69035,820,640046.66667,11024.35,126.40,110.30,79
16,16 - Montérégie,131387,121,129480,1907,2040,0,127852,1495,1452381.3333,9046.32,101.92,140.46,115
17,17 - Nunavik,2780,7,2776,4,10,0,2717,53,14619,19016.35,356.40,68.40,8
18,18 - Terres-Cries-de-la-Baie-James,2117,7,1756,361,14,0,1998,105,18660.333333,11344.92,553.48,75.03,9
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2678,8,2670,8,2,0,2643,33,.,.,.,.,2
999,Ensemble du Québec,945506,907,934009,11497,14265,5,918277,12964,8613493.6667,10977.03,149.40,165.61,1068

