No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,70,6,18,0,110,0.8 %
02,02 - Saguenay-Lac-Saint-Jean,0,104,128,8,113,9,362,2.5 %
03,03 - Capitale-Nationale,5,604,323,37,429,34,1432,10.0 %
04,04 - Mauricie et Centre-du-Québec,5,157,598,22,114,5,901,6.3 %
05,05 - Estrie,3,149,197,26,158,14,547,3.8 %
06,06 - Montréal,215,2809,1306,157,771,79,5337,37.4 %
07,07 - Outaouais,11,93,106,15,61,3,289,2.0 %
08,08 - Abitibi-Témiscamingue,3,20,43,3,8,0,77,0.5 %
09,09 - Côte-Nord,0,0,38,0,1,0,39,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,30,0,13,0,58,0.4 %
12,12 - Chaudière-Appalaches,5,146,228,10,166,6,561,3.9 %
13,13 - Laval,4,531,250,57,199,7,1048,7.3 %
14,14 - Lanaudière,3,312,229,22,157,5,728,5.1 %
15,15 - Laurentides,63,244,223,64,99,13,706,4.9 %
16,16 - Montérégie,16,696,696,69,553,10,2040,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),336,5893,4494,496,2860,186,14265,
9999,Ensemble du Québec (%),2.4 %,41.3 %,31.5 %,3.5 %,20.0 %,1.3 %,.,100.0 %

