No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,12,50,5,17,0,87,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,96,110,7,98,9,320,2.4 %
03,03 - Capitale-Nationale,5,567,278,37,386,30,1303,9.7 %
04,04 - Mauricie et Centre-du-Québec,5,156,485,22,110,5,783,5.9 %
05,05 - Estrie,3,140,185,21,141,13,503,3.8 %
06,06 - Montréal,214,2795,1230,149,755,77,5220,39.0 %
07,07 - Outaouais,11,89,91,15,60,3,269,2.0 %
08,08 - Abitibi-Témiscamingue,2,8,31,2,6,0,49,0.4 %
09,09 - Côte-Nord,0,0,12,0,1,0,13,0.1 %
10,10 - Nord-du-Québec,0,0,1,0,0,0,1,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,22,0,13,0,50,0.4 %
12,12 - Chaudière-Appalaches,5,137,187,9,152,6,496,3.7 %
13,13 - Laval,3,524,222,56,197,7,1009,7.5 %
14,14 - Lanaudière,3,296,204,19,142,4,668,5.0 %
15,15 - Laurentides,64,221,193,61,96,14,649,4.9 %
16,16 - Montérégie,16,673,651,67,525,10,1942,14.5 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,5,0,0,1,6,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),334,5729,3967,470,2699,179,13378,
9999,Ensemble du Québec (%),2.5 %,42.8 %,29.7 %,3.5 %,20.2 %,1.3 %,.,100.0 %

