,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,12673,104,12634,39,87,0,11318,1268,197738.33333,6408.97,641.50,44.00,86
02,02 - Saguenay-Lac-Saint-Jean,21848,171,21489,359,320,0,20198,1330,278600,7842.07,477.39,114.86,133
03,03 - Capitale-Nationale,67303,458,66938,365,1303,6,60890,5110,761103.66667,8842.82,666.60,171.20,380
04,04 - Mauricie et Centre-du-Québec,44564,287,44326,238,783,2,40250,3531,527666.66667,8445.48,665.87,148.39,227
05,05 - Estrie,39238,169,38713,525,503,1,37118,1617,502406,7810.02,318.32,100.12,139
06,06 - Montréal,271448,574,268124,3324,5220,6,258129,8099,2061667.3333,13166.43,390.98,253.19,795
07,07 - Outaouais,33486,116,33038,448,269,3,31931,1286,405378.66667,8260.42,313.86,66.36,113
08,08 - Abitibi-Témiscamingue,6207,85,6169,38,49,2,5266,892,147876.33333,4197.43,602.94,33.14,37
09,09 - Côte-Nord,4118,100,4091,27,13,0,3363,742,90082.333333,4571.37,827.50,14.43,31
10,10 - Nord-du-Québec,820,6,683,137,1,1,740,79,13383.666667,6126.87,593.81,7.47,10
11,11 - Gaspésie-Îles-de-la-Madeleine,4642,35,4606,36,50,0,4335,257,90783.333333,5113.27,282.74,55.08,36
12,12 - Chaudière-Appalaches,48571,295,48295,276,496,2,45082,2993,434525.66667,11177.94,685.57,114.15,231
13,13 - Laval,63604,146,61642,1962,1009,1,61059,1536,445993.33333,14261.20,341.24,226.24,222
14,14 - Lanaudière,59781,240,59067,714,668,7,56426,2687,530581,11267.08,500.36,125.90,190
15,15 - Laurentides,64778,305,64171,607,649,5,61681,2448,640046.66667,10120.82,377.36,101.40,251
16,16 - Montérégie,122374,454,120469,1905,1942,6,114927,5505,1452381.3333,8425.75,375.30,133.71,446
17,17 - Nunavik,2286,14,2282,4,9,0,2071,206,14619,15637.18,1385.25,61.56,8
18,18 - Terres-Cries-de-la-Baie-James,1802,29,1595,207,6,0,1552,244,18660.333333,9656.85,1286.17,32.15,4
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2482,4,2474,8,1,0,2434,47,.,.,.,.,5
999,Ensemble du Québec,872029,3592,860809,11220,13378,42,818774,39877,8613493.6667,10123.99,459.56,155.31,3344

