,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1668,18,1650,18,30,0,1589,49,196934.5,846.98,24.90,15.23
02,02 - Saguenay-Lac-Saint-Jean,9188,34,8991,197,265,0,8645,278,277505,3310.93,100.22,95.49
03,03 - Capitale-Nationale,23210,35,22871,339,1007,2,21811,392,757803,3062.80,51.57,132.88
04,04 - Mauricie et Centre-du-Québec,13047,18,12815,232,508,0,12428,111,523331.5,2493.07,21.17,97.07
05,05 - Estrie,11867,1,11401,466,319,1,11426,122,494966.5,2397.54,24.56,64.45
06,06 - Montréal,113027,320,110142,2885,4597,6,105296,3134,2072060.5,5454.81,150.78,221.86
07,07 - Outaouais,6917,37,6496,421,171,1,6460,286,402744,1717.47,70.71,42.46
08,08 - Abitibi-Témiscamingue,914,2,881,33,7,0,880,27,147637,619.09,18.29,4.74
09,09 - Côte-Nord,359,0,344,15,3,0,352,4,89700.5,400.22,4.48,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,87,1,13521.5,650.82,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1746,0,1727,19,45,0,1692,9,89823,1943.82,10.04,50.10
12,12 - Chaudière-Appalaches,11953,6,11685,268,288,0,11528,137,431109.5,2772.61,31.72,66.80
13,13 - Laval,26443,106,24847,1596,882,1,24860,701,444658.5,5946.81,156.97,198.35
14,14 - Lanaudière,21396,21,20685,711,500,0,20436,460,522367,4095.97,87.68,95.72
15,15 - Laurentides,17447,40,16844,603,480,0,16648,319,630238,2768.32,50.35,76.16
16,16 - Montérégie,43339,70,41492,1847,1509,4,41116,714,1438226,3013.37,49.46,104.92
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,115,1,18507,643.00,5.37,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,273,4,268,5,0,0,263,10,.,.,.,.
999,Ensemble du Québec,303051,712,293392,9659,10614,15,285682,6755,8565469.5,3538.05,78.62,123.92

