,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4500,4,4478,22,59,1,4381,60,196934.5,2285.02,30.49,29.96,7
02,02 - Saguenay-Lac-Saint-Jean,11466,4,11245,221,274,0,11170,22,277505,4131.82,7.93,98.74,3
03,03 - Capitale-Nationale,35398,30,35040,358,1140,0,34036,222,757803,4671.13,29.20,150.43,27
04,04 - Mauricie et Centre-du-Québec,18154,25,17916,238,573,0,17357,224,523331.5,3468.93,42.72,109.49,29
05,05 - Estrie,18784,117,18260,524,379,0,17628,777,494966.5,3795.00,156.41,76.57,79
06,06 - Montréal,152513,203,149567,2946,4851,0,145721,1941,2072060.5,7360.45,93.39,234.11,238
07,07 - Outaouais,14448,7,14003,445,223,0,14125,100,402744,3587.39,24.72,55.37,16
08,08 - Abitibi-Témiscamingue,1327,15,1294,33,12,0,1270,45,147637,898.83,30.48,8.13,0
09,09 - Côte-Nord,813,6,790,23,5,0,757,51,89700.5,906.35,57.07,5.57,8
10,10 - Nord-du-Québec,137,0,135,2,0,0,137,0,13521.5,1013.20,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2310,2,2289,21,48,0,2246,16,89823,2571.72,17.85,53.44,6
12,12 - Chaudière-Appalaches,23509,60,23238,271,384,0,22680,445,431109.5,5453.14,103.03,89.07,62
13,13 - Laval,37875,39,35945,1930,939,1,36600,336,444658.5,8517.77,75.24,211.17,51
14,14 - Lanaudière,28087,47,27377,710,532,0,27155,400,522367,5376.87,76.24,101.84,32
15,15 - Laurentides,26217,67,25613,604,531,0,25176,510,630238,4159.86,80.50,84.25,57
16,16 - Montérégie,59806,95,57884,1922,1596,0,57508,702,1438226,4158.32,48.63,110.97,60
17,17 - Nunavik,794,23,785,9,0,0,544,250,14336.5,5538.31,1734.55,0.00,36
18,18 - Terres-Cries-de-la-Baie-James,145,0,145,0,5,0,139,1,18507,783.49,5.37,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1262,1,1255,7,1,0,1235,26,.,.,.,.,2
999,Ensemble du Québec,437549,745,427262,10287,11552,2,419869,6128,8565469.5,5108.29,71.32,134.87,713

