,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3767,20,3742,25,40,0,3414,313,196934.5,1912.82,159.05,20.31
02,02 - Saguenay-Lac-Saint-Jean,10697,20,10478,219,269,0,10220,208,277505,3854.71,74.99,96.94
03,03 - Capitale-Nationale,32304,38,31952,352,1103,1,30776,425,757803,4262.85,55.91,145.55
04,04 - Mauricie et Centre-du-Québec,14867,27,14628,239,515,0,14106,246,523331.5,2840.84,46.92,98.41
05,05 - Estrie,14243,43,13731,512,342,0,13466,435,494966.5,2877.57,87.57,69.10
06,06 - Montréal,129406,162,126486,2920,4716,2,122465,2225,2072060.5,6245.28,107.05,227.60
07,07 - Outaouais,11908,25,11462,446,208,0,11473,227,402744,2956.72,56.12,51.65
08,08 - Abitibi-Témiscamingue,1108,1,1075,33,9,0,1098,1,147637,750.49,0.68,6.10
09,09 - Côte-Nord,566,0,547,19,3,0,547,16,89700.5,630.99,17.90,3.34
10,10 - Nord-du-Québec,102,0,100,2,0,0,99,3,13521.5,754.35,22.25,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1958,11,1938,20,45,0,1874,39,89823,2179.84,43.50,50.10
12,12 - Chaudière-Appalaches,18482,45,18202,280,343,3,17557,582,431109.5,4287.08,134.75,79.56
13,13 - Laval,30864,46,29069,1795,907,0,29498,459,444658.5,6941.06,102.78,203.98
14,14 - Lanaudière,23581,18,22869,712,512,0,22798,271,522367,4514.26,51.65,98.02
15,15 - Laurentides,20456,36,19852,604,500,1,19708,248,630238,3245.76,39.15,79.34
16,16 - Montérégie,50105,92,48157,1948,1543,1,47744,818,1438226,3483.81,56.66,107.28
17,17 - Nunavik,47,0,45,2,0,0,46,1,14336.5,327.83,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,397,0,392,5,0,0,379,18,.,.,.,.
999,Ensemble du Québec,364980,584,354847,10133,11058,8,347387,6535,8565469.5,4261.06,76.06,129.10

