No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,65,68,0,68,7,209,2.6 %
3,03 - Capitale-Nationale,3,336,96,7,189,16,647,8.0 %
4,04 - Mauricie et Centre-du-Québec,6,124,115,20,78,5,348,4.3 %
5,05 - Estrie,2,84,19,7,42,6,160,2.0 %
6,06 - Montréal,199,2552,434,108,484,49,3826,47.5 %
7,07 - Outaouais,7,31,27,11,31,0,107,1.3 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.0 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.5 %
12,12 - Chaudière-Appalaches,5,64,47,6,53,4,179,2.2 %
13,13 - Laval,2,473,75,43,147,6,746,9.3 %
14,14 - Lanaudière,3,220,71,7,84,2,387,4.8 %
15,15 - Laurentides,59,127,62,31,63,12,354,4.4 %
16,16 - Montérégie,13,477,181,47,291,13,1022,12.7 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),303,4574,1221,291,1550,121,8060,
9999,Ensemble du Québec (%),3.8 %,56.7 %,15.1 %,3.6 %,19.2 %,1.5 %,           .,100.0 %
