,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1223,13,1210,13,24,0,1133,66,197074,620.58,33.49,12.18
02,02 - Saguenay–Lac-Saint-Jean,7491,67,7318,173,209,3,6613,669,277632,2698.18,240.97,75.28
03,03 - Capitale-Nationale,17096,179,16811,285,647,6,14263,2186,755459,2263.00,289.36,85.64
04,04 - Mauricie et Centre-du-Québec,9400,99,9184,216,348,2,7996,1056,522341,1799.59,202.17,66.62
05,05 - Estrie,7537,73,7183,354,160,5,6334,1043,493163,1528.30,211.49,32.44
06,06 - Montréal,68680,946,65903,2777,3826,8,57649,7205,2065657,3324.85,348.80,185.22
07,07 - Outaouais,4630,49,4317,313,107,2,4075,448,401032,1154.52,111.71,26.68
08,08 - Abitibi-Témiscamingue,332,-1,299,33,4,0,306,22,147616,224.91,14.90,2.71
09,09 - Côte-Nord,296,1,282,14,3,0,268,25,90033,328.77,27.77,3.33
10,10 - Nord-du-Québec,72,1,70,2,0,0,63,9,13558,531.05,66.38,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1568,2,1549,19,42,0,1478,48,89998,1742.26,53.33,46.67
12,12 - Chaudière-Appalaches,7905,96,7654,251,179,2,6834,892,430309,1837.05,207.29,41.60
13,13 - Laval,15980,195,14657,1323,746,2,13482,1752,442745,3609.30,395.71,168.49
14,14 - Lanaudière,14708,106,14003,705,387,1,13035,1286,520092,2827.96,247.26,74.41
15,15 - Laurentides,10502,127,9900,602,354,1,9073,1075,626968,1675.05,171.46,56.46
16,16 - Montérégie,27304,312,25879,1425,1022,4,23276,3006,1432751,1905.70,209.81,71.33
17,17 - Nunavik,29,0,27,2,0,0,29,0,14260,203.37,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,18,0,18,0,2,1,16,0,18385,97.91,0.00,10.88
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,155,0,153,2,0,0,139,16,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,194930,2265,186421,8509,8060,37,166066,20804,8539073,2282.80,243.63,94.39
