No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,53,5,17,0,91,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,97,112,7,98,9,323,2.4 %
03,03 - Capitale-Nationale,5,570,285,37,398,30,1325,9.8 %
04,04 - Mauricie et Centre-du-Québec,5,156,513,22,110,5,811,6.0 %
05,05 - Estrie,3,141,191,22,146,13,516,3.8 %
06,06 - Montréal,214,2797,1258,151,759,77,5256,38.7 %
07,07 - Outaouais,11,91,98,15,61,3,279,2.1 %
08,08 - Abitibi-Témiscamingue,2,9,33,2,6,0,52,0.4 %
09,09 - Côte-Nord,0,0,15,0,1,0,16,0.1 %
10,10 - Nord-du-Québec,0,0,1,0,0,0,1,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,22,0,13,0,50,0.4 %
12,12 - Chaudière-Appalaches,5,139,192,10,154,6,506,3.7 %
13,13 - Laval,3,524,230,57,197,7,1018,7.5 %
14,14 - Lanaudière,3,307,212,20,148,5,695,5.1 %
15,15 - Laurentides,63,222,204,63,97,13,662,4.9 %
16,16 - Montérégie,16,675,659,68,533,10,1961,14.4 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,9,0,0,1,10,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),333,5756,4097,479,2738,179,13582,
9999,Ensemble du Québec (%),2.5 %,42.4 %,30.2 %,3.5 %,20.2 %,1.3 %,.,100.0 %

