,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,13263,108,13224,39,91,0,11924,1248,197738.33333,6707.35,631.38,46.02,65
02,02 - Saguenay-Lac-Saint-Jean,22634,161,22276,358,323,0,21017,1294,278600,8124.19,464.47,115.94,89
03,03 - Capitale-Nationale,69386,400,69021,365,1325,0,63512,4549,761103.66667,9116.50,593.42,174.09,449
04,04 - Mauricie et Centre-du-Québec,45879,251,45641,238,811,4,42107,2961,527666.66667,8694.69,558.38,153.70,257
05,05 - Estrie,40050,156,39525,525,516,3,38229,1305,502406,7971.64,256.90,102.71,154
06,06 - Montréal,274703,643,271358,3345,5256,5,262619,6828,2061667.3333,13324.31,329.62,254.94,566
07,07 - Outaouais,34091,136,33645,446,279,6,32664,1148,405378.66667,8409.67,280.18,68.82,91
08,08 - Abitibi-Témiscamingue,6598,93,6559,39,52,1,5749,797,147876.33333,4461.84,538.73,35.16,46
09,09 - Côte-Nord,4461,77,4434,27,16,2,3732,713,90082.333333,4952.14,795.16,17.76,45
10,10 - Nord-du-Québec,896,18,745,151,1,0,832,63,13383.666667,6694.73,473.54,7.47,8
11,11 - Gaspésie-Îles-de-la-Madeleine,4821,39,4785,36,50,0,4491,280,90783.333333,5310.45,308.04,55.08,20
12,12 - Chaudière-Appalaches,49706,242,49430,276,506,2,46618,2582,434525.66667,11439.14,591.43,116.45,226
13,13 - Laval,64326,148,62365,1961,1018,0,61986,1322,445993.33333,14423.09,293.70,228.25,94
14,14 - Lanaudière,60802,212,60088,714,695,6,57865,2242,530581,11459.51,417.50,130.99,160
15,15 - Laurentides,66127,250,65520,607,662,0,63450,2015,640046.66667,10331.59,310.61,103.43,214
16,16 - Montérégie,124435,381,122530,1905,1961,2,117937,4537,1452381.3333,8567.65,309.31,135.02,503
17,17 - Nunavik,2403,28,2399,4,9,0,2228,166,14619,16437.51,1116.27,61.56,12
18,18 - Terres-Cries-de-la-Baie-James,1936,16,1720,216,10,0,1745,181,18660.333333,10374.95,954.09,53.59,11
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2536,2,2528,8,1,0,2491,44,.,.,.,.,5
999,Ensemble du Québec,889057,3361,877796,11261,13582,31,841200,34275,8613493.6667,10321.68,395.00,157.68,3015

