No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,189,8,26,0,239,1.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,177,209,12,163,12,573,3.2 %
03,03 - Capitale-Nationale,9,689,514,42,511,42,1807,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,158,937,23,114,5,1241,7.0 %
05,05 - Estrie,4,213,315,29,220,17,798,4.5 %
06,06 - Montréal,220,2906,1615,163,858,82,5844,32.8 %
07,07 - Outaouais,11,108,171,17,77,9,393,2.2 %
08,08 - Abitibi-Témiscamingue,3,42,67,6,20,1,139,0.8 %
09,09 - Côte-Nord,0,0,61,0,1,0,62,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,69,0,13,0,98,0.5 %
12,12 - Chaudière-Appalaches,6,200,344,11,210,7,778,4.4 %
13,13 - Laval,6,584,351,65,240,12,1258,7.1 %
14,14 - Lanaudière,3,355,334,26,194,6,918,5.1 %
15,15 - Laurentides,64,293,398,70,137,14,976,5.5 %
16,16 - Montérégie,16,739,1169,81,651,13,2669,15.0 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),349,6493,6780,553,3435,221,17831,
9999,Ensemble du Québec (%),2.0 %,36.4 %,38.0 %,3.1 %,19.3 %,1.2 %,.,100.0 %

