,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1601,8,1583,18,30,0,1524,47,196934.5,812.96,23.88,15.23
02,02 - Saguenay-Lac-Saint-Jean,8853,5,8661,192,264,0,8561,28,277505,3190.21,10.09,95.13
03,03 - Capitale-Nationale,22746,41,22410,336,995,0,21428,323,757803,3001.57,42.49,131.30
04,04 - Mauricie et Centre-du-Québec,12918,18,12687,231,508,0,12257,153,523331.5,2468.42,29.18,97.07
05,05 - Estrie,11743,33,11286,457,310,2,11239,194,494966.5,2372.48,39.05,62.63
06,06 - Montréal,109352,368,106487,2865,4553,3,101392,3407,2072060.5,5277.45,163.92,219.73
07,07 - Outaouais,6499,8,6082,417,164,0,6164,171,402744,1613.68,42.28,40.72
08,08 - Abitibi-Témiscamingue,884,5,851,33,7,0,837,40,147637,598.77,27.09,4.74
09,09 - Côte-Nord,355,0,340,15,3,0,351,1,89700.5,395.76,1.12,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1728,4,1709,19,45,0,1663,20,89823,1923.78,22.31,50.10
12,12 - Chaudière-Appalaches,11776,18,11511,265,288,0,11414,74,431109.5,2731.56,17.13,66.80
13,13 - Laval,25504,90,23940,1564,874,1,23850,780,444658.5,5735.64,174.66,196.56
14,14 - Lanaudière,20815,71,20104,711,494,0,19775,546,522367,3984.75,104.07,94.57
15,15 - Laurentides,16891,54,16288,603,475,1,15984,432,630238,2680.10,68.19,75.37
16,16 - Montérégie,42475,69,40688,1787,1491,3,40243,741,1438226,2953.29,51.33,103.67
17,17 - Nunavik,45,0,43,2,0,0,44,1,14336.5,313.88,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,257,0,253,4,0,0,252,5,.,.,.,.
999,Ensemble du Québec,294652,792,285131,9521,10503,10,277185,6964,8565469.5,3440.00,81.05,122.62

