,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3854,22,3828,26,41,1,3580,233,196934.5,1957.00,118.40,20.82
02,02 - Saguenay-Lac-Saint-Jean,10799,25,10578,221,269,0,10349,181,277505,3891.46,65.25,96.94
03,03 - Capitale-Nationale,32417,31,32065,352,1105,0,31015,297,757803,4277.76,39.07,145.82
04,04 - Mauricie et Centre-du-Québec,14979,17,14740,239,517,0,14236,226,523331.5,2862.24,43.10,98.79
05,05 - Estrie,14442,31,13928,514,342,0,13648,452,494966.5,2917.77,90.99,69.10
06,06 - Montréal,130192,167,127267,2925,4727,1,123273,2192,2072060.5,6283.21,105.46,228.13
07,07 - Outaouais,12035,13,11589,446,211,0,11579,245,402744,2988.25,60.58,52.39
08,08 - Abitibi-Témiscamingue,1111,0,1078,33,9,0,1099,3,147637,752.52,2.03,6.10
09,09 - Côte-Nord,569,0,550,19,3,0,553,13,89700.5,634.33,14.55,3.34
10,10 - Nord-du-Québec,109,2,107,2,0,0,101,8,13521.5,806.12,59.33,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1991,-9,1971,20,45,0,1877,69,89823,2216.58,76.97,50.10
12,12 - Chaudière-Appalaches,18658,28,18378,280,346,0,17864,448,431109.5,4327.90,103.73,80.26
13,13 - Laval,31024,34,29223,1801,908,0,29725,391,444658.5,6977.04,87.56,204.20
14,14 - Lanaudière,23673,22,22962,711,513,0,22906,254,522367,4531.87,48.41,98.21
15,15 - Laurentides,20582,33,19978,604,500,0,19825,257,630238,3265.75,40.57,79.34
16,16 - Montérégie,50362,61,48415,1947,1545,1,48084,733,1438226,3501.67,50.77,107.42
17,17 - Nunavik,47,-1,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,410,1,405,5,0,0,390,20,.,.,.,.
999,Ensemble du Québec,367376,477,357229,10147,11084,3,350270,6022,8565469.5,4289.04,70.09,129.40

