Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3590,      2237,       62.3,       722,       20.1,       631,       17.6,        40,n.d.,n.d.,n.d.,n.d.,        36,       90.0
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10410,      5373,       51.6,      2351,       22.6,      2686,       25.8,       267,        13,        4.9,        21,        7.9,       233,       87.3
Région,RSS03,03 - Capitale-Nationale,     30471,     17593,       57.7,      6025,       19.8,      6853,       22.5,      1091,        31,        2.8,        95,        8.7,       965,       88.5
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14191,      8077,       56.9,      2808,       19.8,      3306,       23.3,       510,        16,        3.1,        28,        5.5,       466,       91.4
Région,RSS05,05 - Estrie,     13422,      7850,       58.5,      2620,       19.5,      2952,       22.0,       338,         7,        2.1,        30,        8.9,       301,       89.1
Région,RSS06,06 - Montréal,    112151,     64565,       57.6,     20603,       18.4,     26983,       24.1,      4616,       143,        3.1,       260,        5.6,      4213,       91.3
Région,RSS07,07 - Outaouais,     10545,      6648,       63.0,      1826,       17.3,      2071,       19.6,       204,         6,        2.9,        18,        8.8,       180,       88.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1063,       627,       59.0,       249,       23.4,       187,       17.6,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       534,       354,       66.3,        99,       18.5,        81,       15.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       100,        58,       58.0,        18,       18.0,        24,       24.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1884,       961,       51.0,       392,       20.8,       531,       28.2,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     17837,     10771,       60.4,      3497,       19.6,      3569,       20.0,       338,         9,        2.7,        30,        8.9,       299,       88.5
Région,RSS13,13 - Laval,     29080,     17683,       60.8,      5877,       20.2,      5520,       19.0,       895,        16,        1.8,        62,        6.9,       817,       91.3
Région,RSS14,14 - Lanaudière,     22744,     13588,       59.7,      4692,       20.6,      4464,       19.6,       508,        21,        4.1,        30,        5.9,       457,       90.0
Région,RSS15,15 - Laurentides,     19660,     11787,       60.0,      3909,       19.9,      3964,       20.2,       495,        24,        4.8,        36,        7.3,       435,       87.9
Région,RSS16,16 - Montérégie,     47120,     27017,       57.3,      9438,       20.0,     10665,       22.6,      1529,        51,        3.3,       102,        6.7,      1376,       90.0
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         6,       14.3,        15,       35.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    334979,    195294,       58.3,     65152,       19.4,     74533,       22.3,     10891,       343,        3.1,       721,        6.6,      9827,       90.2
Groupe d'âge,0_9,Moins de 10 ans,     27548,     23463,       85.2,      3338,       12.1,       747,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     41663,     34470,       82.7,      6024,       14.5,      1169,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     47249,     38104,       80.6,      6876,       14.6,      2269,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     45651,     31853,       69.8,      9614,       21.1,      4184,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     50584,     31678,       62.6,     12136,       24.0,      6770,       13.4,        45,        13,       28.9,        10,       22.2,        22,       48.9
Groupe d'âge,50_59,50-59 ans,     45915,     22972,       50.0,     13105,       28.5,      9838,       21.4,       194,        30,       15.5,        31,       16.0,       133,       68.6
Groupe d'âge,60_69,60-69 ans,     28326,      9486,       33.5,      7974,       28.2,     10866,       38.4,       674,        56,        8.3,        71,       10.5,       547,       81.2
Groupe d'âge,70_79,70-79 ans,     18036,      2245,       12.4,      3444,       19.1,     12347,       68.5,      2110,        77,        3.6,       184,        8.7,      1849,       87.6
Groupe d'âge,80_89,80-89 ans,     18847,       743,        3.9,      1882,       10.0,     16222,       86.1,      4290,        81,        1.9,       258,        6.0,      3951,       92.1
Groupe d'âge,90_,90 ans et plus,     11160,       280,        2.5,       759,        6.8,     10121,       90.7,      3551,        78,        2.2,       164,        4.6,      3309,       93.2
