,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3868,14,3842,26,43,2,3609,216,196934.5,1964.10,109.76,21.83
02,02 - Saguenay-Lac-Saint-Jean,10815,16,10594,221,269,0,10375,171,277505,3897.23,61.65,96.94
03,03 - Capitale-Nationale,32435,18,32083,352,1105,0,31053,277,757803,4280.14,36.44,145.82
04,04 - Mauricie et Centre-du-Québec,14993,14,14754,239,517,0,14260,216,523331.5,2864.91,41.20,98.79
05,05 - Estrie,14505,63,13991,514,343,1,13696,466,494966.5,2930.50,93.81,69.30
06,06 - Montréal,130352,160,127424,2928,4731,4,123514,2107,2072060.5,6290.94,101.37,228.32
07,07 - Outaouais,12054,19,11607,447,211,0,11605,238,402744,2992.97,58.84,52.39
08,08 - Abitibi-Témiscamingue,1111,0,1078,33,9,0,1099,3,147637,752.52,2.03,6.10
09,09 - Côte-Nord,569,0,550,19,3,0,555,11,89700.5,634.33,12.31,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,103,6,13521.5,806.12,44.49,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1991,0,1971,20,45,0,1880,66,89823,2216.58,73.62,50.10
12,12 - Chaudière-Appalaches,18677,19,18397,280,348,2,17923,406,431109.5,4332.31,94.00,80.72
13,13 - Laval,31047,23,29242,1805,908,0,29771,368,444658.5,6982.21,82.41,204.20
14,14 - Lanaudière,23686,13,22975,711,515,2,22945,226,522367,4534.36,43.08,98.59
15,15 - Laurentides,20598,16,19994,604,500,0,19861,237,630238,3268.29,37.41,79.34
16,16 - Montérégie,50419,57,48471,1948,1545,0,48194,680,1438226,3505.64,47.10,107.42
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,411,1,406,5,0,0,393,18,.,.,.,.
999,Ensemble du Québec,367809,433,357653,10156,11095,11,351002,5712,8565469.5,4294.09,66.48,129.53

