,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2162,40,2143,19,32,1,1778,352,196934.5,1097.83,178.87,16.25
02,02 - Saguenay-Lac-Saint-Jean,9567,26,9360,207,265,0,9105,197,277505,3447.51,71.02,95.49
03,03 - Capitale-Nationale,25434,243,25094,340,1021,0,22478,1935,757803,3356.28,254.56,134.73
04,04 - Mauricie et Centre-du-Québec,13317,13,13084,233,508,0,12646,163,523331.5,2544.66,31.09,97.07
05,05 - Estrie,12142,20,11659,483,323,0,11617,202,494966.5,2453.10,40.66,65.26
06,06 - Montréal,117599,348,114699,2900,4630,1,109553,3416,2072060.5,5675.46,164.35,223.45
07,07 - Outaouais,8163,111,7736,427,174,0,7261,728,402744,2026.85,179.99,43.20
08,08 - Abitibi-Témiscamingue,1019,8,986,33,8,0,933,78,147637,690.21,52.82,5.42
09,09 - Côte-Nord,374,3,359,15,3,0,356,15,89700.5,416.94,16.78,3.34
10,10 - Nord-du-Québec,89,0,87,2,0,0,88,1,13521.5,658.21,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1757,2,1738,19,45,0,1702,10,89823,1956.07,11.15,50.10
12,12 - Chaudière-Appalaches,12819,104,12549,270,291,0,11876,652,431109.5,2973.49,150.96,67.50
13,13 - Laval,27621,94,25976,1645,890,0,26034,697,444658.5,6211.73,156.08,200.15
14,14 - Lanaudière,21894,51,21183,711,502,0,21001,391,522367,4191.31,74.53,96.10
15,15 - Laurentides,18104,56,17501,603,488,1,17227,389,630238,2872.57,61.40,77.43
16,16 - Montérégie,44842,129,42953,1889,1514,1,42292,1036,1438226,3117.87,71.76,105.27
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,292,4,287,5,0,0,283,9,.,.,.,.
999,Ensemble du Québec,317364,1252,307561,9803,10697,4,296396,10271,8565469.5,3705.16,119.54,124.89

