,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1475,-1,1459,16,30,0,1425,20,196934.5,748.98,10.16,15.23
02,02 - Saguenay–Lac-Saint-Jean,8762,2,8574,188,262,0,8448,52,277505,3157.42,18.75,94.41
03,03 - Capitale-Nationale,21602,29,21271,331,940,2,19952,710,757803,2850.61,93.40,124.04
04,04 - Mauricie et Centre-du-Québec,12330,32,12102,228,469,6,11342,519,523331.5,2356.06,98.98,89.62
05,05 - Estrie,10737,44,10322,415,282,3,10076,379,494966.5,2169.24,76.29,56.97
06,06 - Montréal,96425,532,93584,2841,4351,11,86164,5910,2072060.5,4653.58,284.34,209.98
07,07 - Outaouais,5882,7,5495,387,154,1,5612,116,402744,1460.48,28.68,38.24
08,08 - Abitibi-Témiscamingue,715,3,682,33,5,0,680,30,147637,484.30,20.32,3.39
09,09 - Côte-Nord,342,0,328,14,3,0,337,2,89700.5,381.27,2.24,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1689,3,1670,19,45,0,1640,4,89823,1880.36,4.46,50.10
12,12 - Chaudière-Appalaches,11145,33,10883,262,266,2,10474,405,431109.5,2585.19,93.77,61.70
13,13 - Laval,22548,112,21094,1454,845,3,20657,1046,444658.5,5070.86,234.23,190.03
14,14 - Lanaudière,18925,47,18215,710,468,0,17668,789,522367,3622.93,150.39,89.59
15,15 - Laurentides,14837,60,14240,597,448,2,13692,697,630238,2354.19,110.02,71.08
16,16 - Montérégie,38779,190,37204,1575,1371,12,35149,2259,1438226,2696.31,156.47,95.33
17,17 - Nunavik,39,0,37,2,0,0,37,2,14336.5,272.03,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,114,0,114,0,2,0,98,14,18507,615.98,75.15,10.81
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,235,0,231,4,0,0,227,8,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,266672,1093,257594,9078,9941,42,243769,12962,8565469.5,3113.34,150.86,116.06
