No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,92,73,3,85,8,262,2.6 %
3,03 - Capitale-Nationale,3,487,128,20,278,24,940,9.5 %
4,04 - Mauricie et Centre-du-Québec,6,146,194,21,97,5,469,4.7 %
5,05 - Estrie,3,121,47,17,84,10,282,2.8 %
6,06 - Montréal,200,2701,651,123,611,65,4351,43.8 %
7,07 - Outaouais,8,63,32,11,39,1,154,1.5 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,99,65,6,87,4,266,2.7 %
13,13 - Laval,2,502,116,51,168,6,845,8.5 %
14,14 - Lanaudière,3,248,102,11,102,2,468,4.7 %
15,15 - Laurentides,62,166,82,48,77,13,448,4.5 %
16,16 - Montérégie,16,583,291,58,415,8,1371,13.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),312,5231,1812,373,2066,147,9941,
9999,Ensemble du Québec (%),3.1 %,52.6 %,18.2 %,3.8 %,20.8 %,1.5 %,           .,100.0 %
