Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,     17051,      9729,       57.1,      3540,       20.8,      3782,       22.2,       123,         5,        4.1,        10,        8.1,       108,       87.8
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     26039,     13859,       53.2,      6030,       23.2,      6150,       23.6,       368,         5,        1.4,        19,        5.2,       344,       93.5
Région,RSS03,03 - Capitale-Nationale,     76557,     46123,       60.2,     15127,       19.8,     15307,       20.0,      1442,        30,        2.1,       105,        7.3,      1307,       90.6
Région,RSS04,04 - Mauricie et Centre-du-Québec,     50987,     29830,       58.5,      9791,       19.2,     11366,       22.3,       910,        26,        2.9,        49,        5.4,       835,       91.8
Région,RSS05,05 - Estrie,     42861,     25497,       59.5,      8725,       20.4,      8639,       20.2,       543,        22,        4.1,        29,        5.3,       492,       90.6
Région,RSS06,06 - Montréal,    255192,    158739,       62.2,     45793,       17.9,     50660,       19.9,      5234,       157,        3.0,       247,        4.7,      4830,       92.3
Région,RSS07,07 - Outaouais,     33542,     22496,       67.1,      5785,       17.2,      5261,       15.7,       288,         9,        3.1,        14,        4.9,       265,       92.0
Région,RSS08,08 - Abitibi-Témiscamingue,      8921,      4859,       54.5,      1932,       21.7,      2130,       23.9,        85,         5,        5.9,         7,        8.2,        73,       85.9
Région,RSS09,09 - Côte-Nord,      6566,      3782,       57.6,      1188,       18.1,      1596,       24.3,        39,n.d.,n.d.,n.d.,n.d.,        34,       87.2
Région,RSS10,10 - Nord-du-Québec,      1152,       731,       63.5,       211,       18.3,       210,       18.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      7394,      3908,       52.9,      1520,       20.6,      1966,       26.6,        60,n.d.,n.d.,n.d.,n.d.,        53,       88.3
Région,RSS12,12 - Chaudière-Appalaches,     55197,     34183,       61.9,     10568,       19.1,     10446,       18.9,       579,        15,        2.6,        42,        7.3,       522,       90.2
Région,RSS13,13 - Laval,     64981,     41193,       63.4,     12709,       19.6,     11079,       17.0,      1044,        14,        1.3,        62,        5.9,       968,       92.7
Région,RSS14,14 - Lanaudière,     63475,     39614,       62.4,     12808,       20.2,     11053,       17.4,       724,        17,        2.3,        31,        4.3,       676,       93.4
Région,RSS15,15 - Laurentides,     70544,     44418,       63.0,     13676,       19.4,     12450,       17.6,       706,        16,        2.3,        26,        3.7,       664,       94.1
Région,RSS16,16 - Montérégie,    130463,     78388,       60.1,     25716,       19.7,     26359,       20.2,      2046,        44,        2.2,        97,        4.7,      1905,       93.1
Région,RSS17,17 - Nunavik,      2579,      1662,       64.4,       411,       15.9,       506,       19.6,         9,n.d.,n.d.,n.d.,n.d.,         8,       88.9
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,      2173,      1422,       65.4,       344,       15.8,       407,       18.7,        13,n.d.,n.d.,n.d.,n.d.,        11,       84.6
Région,RSS997,Total Québec jumelés,    915875,    560594,       61.2,    175902,       19.2,    179379,       19.6,     14218,       373,        2.6,       745,        5.2,     13100,       92.1
Groupe d'âge,0_9,Moins de 10 ans,     78410,     66572,       84.9,      9484,       12.1,      2354,        3.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,    106897,     88738,       83.0,     14939,       14.0,      3220,        3.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,    149737,    119414,       79.7,     22318,       14.9,      8005,        5.3,        11,n.d.,n.d.,n.d.,n.d.,         7,       63.6
Groupe d'âge,30_39,30-39 ans,    149759,    102820,       68.7,     31870,       21.3,     15069,       10.1,        33,n.d.,n.d.,n.d.,n.d.,        25,       75.8
Groupe d'âge,40_49,40-49 ans,    148267,     93206,       62.9,     35256,       23.8,     19805,       13.4,        83,        19,       22.9,        16,       19.3,        48,       57.8
Groupe d'âge,50_59,50-59 ans,    115885,     59483,       51.3,     31398,       27.1,     25004,       21.6,       331,        37,       11.2,        33,       10.0,       261,       78.9
Groupe d'âge,60_69,60-69 ans,     66387,     22973,       34.6,     17906,       27.0,     25508,       38.4,       996,        66,        6.6,        86,        8.6,       844,       84.7
Groupe d'âge,70_79,70-79 ans,     40225,      5175,       12.9,      7340,       18.2,     27710,       68.9,      2896,        73,        2.5,       185,        6.4,      2638,       91.1
Groupe d'âge,80_89,80-89 ans,     38601,      1610,        4.2,      3790,        9.8,     33201,       86.0,      5474,        86,        1.6,       245,        4.5,      5143,       94.0
Groupe d'âge,90_,90 ans et plus,     21707,       603,        2.8,      1601,        7.4,     19503,       89.8,      4391,        82,        1.9,       177,        4.0,      4132,       94.1
