No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,84,6,18,0,124,0.9 %
02,02 - Saguenay-Lac-Saint-Jean,0,106,139,9,120,9,383,2.7 %
03,03 - Capitale-Nationale,5,608,335,39,438,35,1460,10.1 %
04,04 - Mauricie et Centre-du-Québec,5,157,614,22,114,5,917,6.3 %
05,05 - Estrie,3,151,194,26,160,16,550,3.8 %
06,06 - Montréal,215,2813,1312,157,773,79,5349,37.0 %
07,07 - Outaouais,11,93,109,15,62,3,293,2.0 %
08,08 - Abitibi-Témiscamingue,3,25,43,5,13,0,89,0.6 %
09,09 - Côte-Nord,0,0,39,0,1,0,40,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,35,0,13,0,63,0.4 %
12,12 - Chaudière-Appalaches,5,146,240,10,174,6,581,4.0 %
13,13 - Laval,4,531,255,59,202,7,1058,7.3 %
14,14 - Lanaudière,3,307,231,22,160,5,728,5.0 %
15,15 - Laurentides,63,245,230,64,99,13,714,4.9 %
16,16 - Montérégie,16,701,709,69,558,10,2063,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),336,5911,4598,503,2905,189,14442,
9999,Ensemble du Québec (%),2.3 %,40.9 %,31.8 %,3.5 %,20.1 %,1.3 %,.,100.0 %

