Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;7;98;89,2;5558;5060;0;;0;
5-9 ans;21;298;277;7816;7265,3;0;;0;
10-19 ans;20;282;141,8;16706;8398,6;0;;0;
20-29 ans;12;260;79,9;25834;7934,8;0;;< 5;n.p.
30-39 ans;21;297;90,5;22907;6979,3;0;;7;n.p.
40-49 ans;21;327;117,8;21691;7813,9;0;;24;* 8,6
50-59 ans;11;194;75,6;17387;6778,6;< 5;n.p.;111;43,3
60-69 ans;5;118;54,5;10518;4861,9;< 5;n.p.;337;155,8
70-79 ans;6;69;47,7;6822;4720,8;< 5;n.p.;844;584,1
80 ans et +;< 5;44;43,7;12208;12136,3;7;n.p.;3497;3476,5
Manquant;0;< 5;;96;;0;;0;
Total;127;1988;96,2;147543;7142,7;14;* 0,7;4823;233,5
