,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,802,10,790,12,19,1,615,168,197074,406.95,85.25,9.64
02,02 - Saguenay–Lac-Saint-Jean,5092,104,4938,154,125,3,3830,1137,277632,1834.08,409.53,45.02
03,03 - Capitale-Nationale,11616,167,11366,250,434,1,9856,1326,755459,1537.61,175.52,57.45
04,04 - Mauricie et Centre-du-Québec,6883,58,6680,203,266,0,5759,858,522341,1317.72,164.26,50.92
05,05 - Estrie,4588,87,4278,310,62,0,3866,660,493163,930.32,133.83,12.57
06,06 - Montréal,50756,437,47996,2760,3621,3,44058,3077,2065657,2457.14,148.96,175.30
07,07 - Outaouais,3554,30,3279,275,80,0,3136,338,401032,886.21,84.28,19.95
08,08 - Abitibi-Témiscamingue,268,0,236,32,4,0,253,11,147616,181.55,7.45,2.71
09,09 - Côte-Nord,205,0,193,12,2,0,185,18,90033,227.69,19.99,2.22
10,10 - Nord-du-Québec,54,0,52,2,0,0,50,4,13558,398.29,29.50,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1366,6,1347,19,40,0,1248,78,89998,1517.81,86.67,44.45
12,12 - Chaudière-Appalaches,5317,80,5079,238,132,2,4706,479,430309,1235.62,111.32,30.68
13,13 - Laval,11368,120,10171,1197,725,0,9961,682,442745,2567.62,154.04,163.75
14,14 - Lanaudière,11172,95,10472,700,325,1,9642,1205,520092,2148.08,231.69,62.49
15,15 - Laurentides,7903,59,7308,595,336,0,7190,377,626968,1260.51,60.13,53.59
16,16 - Montérégie,19937,137,18730,1207,861,1,17520,1556,1432751,1391.52,108.60,60.09
17,17 - Nunavik,28,0,26,2,0,0,28,0,14260,196.35,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,16,0,16,0,1,0,15,0,18385,87.03,0.00,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,110,5,108,2,0,0,93,17,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,141038,1395,133068,7970,7033,12,122014,11991,8539073,1651.68,140.43,82.36
