Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;12;249;226,7;1259;1146,2;0;;0;
5-9 ans;33;369;343;1665;1547,7;0;;0;
10-19 ans;64;811;407,7;5039;2533,2;0;;0;
20-29 ans;76;1111;341,2;9499;2917,6;0;;< 5;n.p.
30-39 ans;77;1020;310,8;8202;2499;0;;< 5;n.p.
40-49 ans;101;1010;363,8;7984;2876,1;0;;16;* 5,8
50-59 ans;57;755;294,3;6714;2617,5;< 5;n.p.;72;28,1
60-69 ans;29;454;209,9;4305;1990;0;;238;110
70-79 ans;26;232;160,5;3390;2345,9;5;n.p.;629;435,3
80 ans et +;37;490;487,1;8259;8210,5;67;66,6;2738;2721,9
Manquant;0;5;;104;;0;;0;
Total;512;6506;315;56420;2731,3;73;3,5;3700;179,1
