,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1777,38,1759,18,30,0,1603,144,196934.5,902.33,73.17,15.23
02,02 - Saguenay-Lac-Saint-Jean,9304,27,9106,198,265,0,8782,257,277505,3352.73,92.65,95.49
03,03 - Capitale-Nationale,23493,88,23153,340,1012,3,21945,536,757803,3100.15,70.51,133.54
04,04 - Mauricie et Centre-du-Québec,13139,34,12906,233,508,0,12488,143,523331.5,2510.65,27.27,97.07
05,05 - Estrie,11923,17,11455,468,319,0,11494,110,494966.5,2408.85,22.14,64.45
06,06 - Montréal,114238,243,111347,2891,4608,2,106372,3258,2072060.5,5513.26,156.75,222.39
07,07 - Outaouais,7175,58,6752,423,171,0,6615,389,402744,1781.53,96.18,42.46
08,08 - Abitibi-Témiscamingue,936,5,903,33,8,0,886,42,147637,633.99,28.44,5.42
09,09 - Côte-Nord,359,0,344,15,3,0,355,1,89700.5,400.22,1.12,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,88,0,13521.5,650.82,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1747,0,1728,19,45,0,1700,2,89823,1944.94,2.23,50.10
12,12 - Chaudière-Appalaches,12114,53,11847,267,288,0,11595,231,431109.5,2809.96,53.48,66.80
13,13 - Laval,26763,79,25148,1615,884,0,25190,689,444658.5,6018.78,154.29,198.80
14,14 - Lanaudière,21508,31,20797,711,501,1,20641,366,522367,4117.41,69.76,95.91
15,15 - Laurentides,17625,51,17022,603,481,0,16801,343,630238,2796.56,54.14,76.32
16,16 - Montérégie,43752,89,41873,1879,1511,1,41394,847,1438226,3042.08,58.67,105.06
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,275,0,270,5,0,0,269,6,.,.,.,.
999,Ensemble du Québec,306385,813,296663,9722,10637,7,288384,7364,8565469.5,3576.98,85.71,124.18

