No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,60,5,18,0,99,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,103,120,7,107,9,346,2.5 %
03,03 - Capitale-Nationale,5,586,305,37,409,33,1375,9.9 %
04,04 - Mauricie et Centre-du-Québec,5,157,549,22,114,5,852,6.1 %
05,05 - Estrie,3,148,194,24,153,14,536,3.8 %
06,06 - Montréal,215,2802,1289,155,768,79,5308,38.0 %
07,07 - Outaouais,11,93,104,15,61,3,287,2.1 %
08,08 - Abitibi-Témiscamingue,3,13,38,2,6,0,62,0.4 %
09,09 - Côte-Nord,0,0,26,0,1,0,27,0.2 %
10,10 - Nord-du-Québec,0,0,2,0,0,0,2,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,26,0,13,0,54,0.4 %
12,12 - Chaudière-Appalaches,5,142,205,10,159,6,527,3.8 %
13,13 - Laval,4,529,245,57,199,7,1041,7.5 %
14,14 - Lanaudière,3,310,224,21,155,5,718,5.1 %
15,15 - Laurentides,63,237,218,64,99,13,694,5.0 %
16,16 - Montérégie,16,686,675,69,547,10,2003,14.4 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,11,0,0,1,12,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),336,5834,4303,488,2809,185,13955,
9999,Ensemble du Québec (%),2.4 %,41.8 %,30.8 %,3.5 %,20.1 %,1.3 %,.,100.0 %

