,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,14546,94,14507,39,99,1,13457,990,197738.33333,7356.19,500.85,50.07,96
02,02 - Saguenay-Lac-Saint-Jean,23959,70,23600,359,346,7,22863,750,278600,8599.78,269.21,124.19,87
03,03 - Capitale-Nationale,72955,165,72590,365,1375,3,69196,2384,761103.66667,9585.42,310.99,180.66,260
04,04 - Mauricie et Centre-du-Québec,48050,106,47810,240,852,1,45790,1408,527666.66667,9106.13,265.52,161.47,182
05,05 - Estrie,41496,71,40971,525,536,0,40265,695,502406,8259.46,136.82,106.69,92
06,06 - Montréal,280123,296,276765,3358,5308,4,271635,3180,2061667.3333,13587.21,153.51,257.46,428
07,07 - Outaouais,35162,56,34717,445,287,1,34245,630,405378.66667,8673.87,153.76,70.80,83
08,08 - Abitibi-Témiscamingue,7378,42,7339,39,62,2,6909,407,147876.33333,4989.30,275.11,41.93,31
09,09 - Côte-Nord,5190,40,5163,27,27,1,4621,542,90082.333333,5761.40,604.45,29.97,44
10,10 - Nord-du-Québec,993,6,808,185,2,0,970,21,13383.666667,7419.49,157.85,14.94,5
11,11 - Gaspésie-Îles-de-la-Madeleine,5292,43,5256,36,54,0,4935,303,90783.333333,5829.26,333.35,59.48,29
12,12 - Chaudière-Appalaches,51658,103,51378,280,527,0,49758,1373,434525.66667,11888.37,314.50,121.28,152
13,13 - Laval,65686,56,63725,1961,1041,0,63948,697,445993.33333,14728.02,154.85,233.41,125
14,14 - Lanaudière,62212,77,61498,714,718,2,60521,973,530581,11725.26,181.19,135.32,150
15,15 - Laurentides,68599,119,67992,607,694,1,66481,1424,640046.66667,10717.81,219.51,108.43,179
16,16 - Montérégie,128166,195,126261,1905,2003,1,123976,2187,1452381.3333,8824.54,149.10,137.91,318
17,17 - Nunavik,2672,3,2668,4,10,0,2559,103,14619,18277.58,692.62,68.40,28
18,18 - Terres-Cries-de-la-Baie-James,2104,-2,1877,227,12,0,2035,57,18660.333333,11275.25,300.46,64.31,4
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2576,2,2568,8,2,0,2553,21,.,.,.,.,5
999,Ensemble du Québec,918821,1542,907496,11325,13955,24,886721,18145,8613493.6667,10667.23,209.11,162.01,2298

