,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1629,1,1611,18,30,0,1554,45,196934.5,827.18,22.87,15.23
02,02 - Saguenay-Lac-Saint-Jean,8991,31,8799,192,264,0,8582,145,277505,3239.94,52.28,95.13
03,03 - Capitale-Nationale,22999,44,22660,339,1000,1,21651,348,757803,3034.96,45.78,131.96
04,04 - Mauricie et Centre-du-Québec,12978,12,12746,232,507,0,12379,92,523331.5,2479.88,17.55,96.88
05,05 - Estrie,11827,22,11360,467,317,0,11353,157,494966.5,2389.45,31.60,64.04
06,06 - Montréal,111511,316,108629,2882,4581,5,103669,3261,2072060.5,5381.65,156.89,221.08
07,07 - Outaouais,6692,22,6269,423,167,0,6307,218,402744,1661.60,53.90,41.47
08,08 - Abitibi-Témiscamingue,895,2,862,33,7,0,870,18,147637,606.22,12.19,4.74
09,09 - Côte-Nord,365,6,350,15,3,0,352,10,89700.5,406.91,11.19,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,87,1,13521.5,650.82,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1741,3,1722,19,45,0,1675,21,89823,1938.26,23.42,50.10
12,12 - Chaudière-Appalaches,11875,19,11607,268,288,0,11461,126,431109.5,2754.52,29.17,66.80
13,13 - Laval,26044,50,24462,1582,879,3,24415,750,444658.5,5857.08,167.95,197.68
14,14 - Lanaudière,21181,73,20470,711,498,1,20154,529,522367,4054.81,100.83,95.34
15,15 - Laurentides,17216,30,16613,603,480,0,16374,362,630238,2731.67,57.14,76.16
16,16 - Montérégie,42984,71,41160,1824,1502,2,40742,740,1438226,2988.68,51.26,104.43
17,17 - Nunavik,46,0,44,2,0,0,45,1,14336.5,320.86,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,265,1,260,5,0,0,257,8,.,.,.,.
999,Ensemble du Québec,299450,703,289833,9617,10570,12,282047,6833,8565469.5,3496.01,79.53,123.40

