,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,14971,53,14932,39,104,0,14010,857,197738.3333,7571.12,433.57,52.59,99
02,02 - Saguenay-Lac-Saint-Jean,24290,49,23931,359,355,1,23350,585,278600,8718.59,209.98,127.42,88
03,03 - Capitale-Nationale,73923,142,73558,365,1385,2,70727,1811,761103.6667,9712.61,236.24,181.97,285
04,04 - Mauricie et Centre-du-Québec,48595,119,48355,240,860,1,46605,1130,527666.6667,9209.41,213.09,162.98,128
05,05 - Estrie,41803,22,41278,525,538,1,40780,485,502406,8320.56,95.48,107.08,28
06,06 - Montréal,281484,241,278125,3359,5324,5,273687,2473,2061667.333,13653.22,119.38,258.24,368
07,07 - Outaouais,35416,41,34971,445,287,0,34664,465,405378.6667,8736.52,113.49,70.8,75
08,08 - Abitibi-Témiscamingue,7588,33,7549,39,67,1,7228,293,147876.3333,5131.31,198.05,45.31,53
09,09 - Côte-Nord,5485,44,5458,27,31,0,4922,532,90082.33333,6088.87,593.3,34.41,41
10,10 - Nord-du-Québec,1032,18,840,192,3,0,998,31,13383.66667,7710.89,233.01,22.42,5
11,11 - Gaspésie-Îles-de-la-Madeleine,5455,21,5419,36,56,0,5145,254,90783.33333,6008.81,279.44,61.69,16
12,12 - Chaudière-Appalaches,52299,90,52017,282,539,1,50577,1183,434525.6667,12035.88,270.98,124.04,148
13,13 - Laval,65989,59,64027,1962,1047,0,64447,495,445993.3333,14795.96,109.97,234.76,90
14,14 - Lanaudière,62509,53,61793,716,721,1,61092,696,530581,11781.24,129.61,135.89,98
15,15 - Laurentides,69329,127,68722,607,697,1,67471,1161,640046.6667,10831.87,178.97,108.9,183
16,16 - Montérégie,129244,208,127339,1905,2017,2,125491,1736,1452381.333,8898.76,118.35,138.88,304
17,17 - Nunavik,2704,5,2700,4,10,0,2639,55,14619,18496.48,369.85,68.4,7
18,18 - Terres-Cries-de-la-Baie-James,2193,22,1963,230,13,0,2081,99,18660.33333,11752.2,521.85,69.67,19
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2607,7,2599,8,2,0,2580,25,.,.,.,.,6
999,Ensemble du Québec,926920,1354,915579,11341,14056,16,898498,14366,8613493.667,10761.25,165.56,163.19,2041
