No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,0,2,0,7,0.1 %
2,02 - Saguenay–Lac-Saint-Jean,1,25,13,0,0,6,45,0.7 %
3,03 - Capitale-Nationale,2,182,64,3,68,3,322,5.1 %
4,04 - Mauricie et Centre-du-Québec,6,124,37,12,46,2,227,3.6 %
5,05 - Estrie,1,11,9,0,18,3,42,0.7 %
6,06 - Montréal,189,2449,331,102,430,34,3535,56.0 %
7,07 - Outaouais,4,19,5,7,9,2,46,0.7 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,11,11,0,5,0,27,0.4 %
12,12 - Chaudière-Appalaches,5,10,23,6,30,3,77,1.2 %
13,13 - Laval,2,470,60,41,131,7,711,11.3 %
14,14 - Lanaudière,3,125,45,6,53,0,232,3.7 %
15,15 - Laurentides,59,104,48,30,60,8,309,4.9 %
16,16 - Montérégie,12,320,128,35,224,11,730,11.6 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),287,3850,781,242,1077,80,6317,
9999,Ensemble du Québec (%),4.5 %,60.9 %,12.4 %,3.8 %,17.0 %,1.3 %,           .,100.0 %
