Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      2299,      1406,       61.2,       467,       20.3,       426,       18.5,        34,n.d.,n.d.,n.d.,n.d.,        32,       94.1
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,      9532,      4815,       50.5,      2170,       22.8,      2547,       26.7,       264,        13,        4.9,        21,        8.0,       230,       87.1
Région,RSS03,03 - Capitale-Nationale,     26346,     14989,       56.9,      5133,       19.5,      6224,       23.6,      1022,        27,        2.6,        87,        8.5,       908,       88.8
Région,RSS04,04 - Mauricie et Centre-du-Québec,     12933,      7218,       55.8,      2563,       19.8,      3152,       24.4,       504,        15,        3.0,        28,        5.6,       461,       91.5
Région,RSS05,05 - Estrie,     11753,      6729,       57.3,      2315,       19.7,      2709,       23.0,       319,n.d.,n.d.,n.d.,n.d.,       287,       90.0
Région,RSS06,06 - Montréal,    104689,     59460,       56.8,     19207,       18.3,     26022,       24.9,      4554,       137,        3.0,       248,        5.4,      4169,       91.5
Région,RSS07,07 - Outaouais,      8348,      5157,       61.8,      1456,       17.4,      1735,       20.8,       176,n.d.,n.d.,n.d.,n.d.,       159,       90.3
Région,RSS08,08 - Abitibi-Témiscamingue,      1011,       594,       58.8,       242,       23.9,       175,       17.3,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       380,       242,       63.7,        76,       20.0,        62,       16.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,        88,        49,       55.7,        15,       17.0,        24,       27.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1737,       868,       50.0,       367,       21.1,       502,       28.9,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     13704,      8050,       58.7,      2721,       19.9,      2933,       21.4,       292,         8,        2.7,        26,        8.9,       258,       88.4
Région,RSS13,13 - Laval,     26734,     16105,       60.2,      5389,       20.2,      5240,       19.6,       880,        13,        1.5,        59,        6.7,       808,       91.8
Région,RSS14,14 - Lanaudière,     21548,     12807,       59.4,      4441,       20.6,      4300,       20.0,       499,        20,        4.0,        29,        5.8,       450,       90.2
Région,RSS15,15 - Laurentides,     17974,     10646,       59.2,      3587,       20.0,      3741,       20.8,       488,        24,        4.9,        34,        7.0,       430,       88.1
Région,RSS16,16 - Montérégie,     43274,     24363,       56.3,      8699,       20.1,     10212,       23.6,      1505,        49,        3.3,        96,        6.4,      1360,       90.4
Région,RSS17,17 - Nunavik,        41,        21,       51.2,         5,       12.2,        15,       36.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    302522,    173601,       57.4,     58871,       19.5,     70050,       23.2,     10597,       319,        3.0,       677,        6.4,      9601,       90.6
Groupe d'âge,0_9,Moins de 10 ans,     23722,     20104,       84.7,      2952,       12.4,       666,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     36475,     30196,       82.8,      5265,       14.4,      1014,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     42502,     34269,       80.6,      6199,       14.6,      2034,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     40986,     28527,       69.6,      8643,       21.1,      3816,        9.3,        14,n.d.,n.d.,n.d.,n.d.,        10,       71.4
Groupe d'âge,40_49,40-49 ans,     45517,     28368,       62.3,     10986,       24.1,      6163,       13.5,        39,        11,       28.2,         8,       20.5,        20,       51.3
Groupe d'âge,50_59,50-59 ans,     41495,     20609,       49.7,     11877,       28.6,      9009,       21.7,       180,        29,       16.1,        25,       13.9,       126,       70.0
Groupe d'âge,60_69,60-69 ans,     25776,      8503,       33.0,      7240,       28.1,     10033,       38.9,       625,        47,        7.5,        63,       10.1,       515,       82.4
Groupe d'âge,70_79,70-79 ans,     16979,      2065,       12.2,      3180,       18.7,     11734,       69.1,      2028,        71,        3.5,       170,        8.4,      1787,       88.1
Groupe d'âge,80_89,80-89 ans,     18167,       692,        3.8,      1795,        9.9,     15680,       86.3,      4207,        76,        1.8,       249,        5.9,      3882,       92.3
Groupe d'âge,90_,90 ans et plus,     10903,       268,        2.5,       734,        6.7,      9901,       90.8,      3495,        78,        2.2,       159,        4.5,      3258,       93.2
