,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2452,33,2433,19,35,0,2139,278,196934.5,1245.08,141.26,17.77
02,02 - Saguenay-Lac-Saint-Jean,9826,18,9617,209,266,0,9348,212,277505,3540.84,76.43,95.85
03,03 - Capitale-Nationale,28789,273,28444,345,1044,3,24545,3200,757803,3799.01,420.97,137.77
04,04 - Mauricie et Centre-du-Québec,13652,54,13417,235,508,1,12829,315,523331.5,2608.67,60.08,97.07
05,05 - Estrie,12555,38,12070,485,324,0,11831,400,494966.5,2536.54,80.52,65.46
06,06 - Montréal,121079,390,118180,2899,4650,3,112819,3610,2072060.5,5843.41,173.69,224.41
07,07 - Outaouais,9823,167,9386,437,183,3,8485,1155,402744,2439.02,285.57,45.44
08,08 - Abitibi-Témiscamingue,1067,3,1034,33,9,0,1013,45,147637,722.72,30.48,6.10
09,09 - Côte-Nord,414,-1,398,16,3,0,367,44,89700.5,461.54,49.23,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,89,1,13521.5,665.61,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1804,7,1785,19,45,0,1716,43,89823,2008.39,47.97,50.10
12,12 - Chaudière-Appalaches,14644,191,14371,273,296,0,12715,1633,431109.5,3396.82,378.09,68.66
13,13 - Laval,28501,71,26818,1683,893,2,26856,752,444658.5,6409.64,168.39,200.83
14,14 - Lanaudière,22396,55,21684,712,504,0,21402,490,522367,4287.41,93.40,96.48
15,15 - Laurentides,18807,81,18202,605,495,2,17770,542,630238,2984.11,85.56,78.54
16,16 - Montérégie,46160,133,44255,1905,1520,1,43362,1278,1438226,3209.51,88.52,105.69
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,316,0,311,5,0,0,296,20,.,.,.,.
999,Ensemble du Québec,332544,1513,322660,9884,10778,15,307748,14018,8565469.5,3882.38,163.15,125.83

