No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,11,4,9,0,35,0.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,75,4,85,8,266,2.5 %
03,03 - Capitale-Nationale,3,512,167,28,310,24,1044,9.7 %
04,04 - Mauricie et Centre-du-Québec,6,151,222,21,103,5,508,4.7 %
05,05 - Estrie,3,125,58,17,109,12,324,3.0 %
06,06 - Montréal,202,2727,836,133,678,74,4650,43.1 %
07,07 - Outaouais,8,74,44,13,42,2,183,1.7 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,106,72,6,103,4,296,2.7 %
13,13 - Laval,2,509,140,53,184,5,893,8.3 %
14,14 - Lanaudière,3,246,123,12,118,2,504,4.7 %
15,15 - Laurentides,64,176,110,50,81,14,495,4.6 %
16,16 - Montérégie,15,613,362,61,460,9,1520,14.1 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,2,0,0,1,3,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),314,5356,2250,402,2296,160,10778,
9999,Ensemble du Québec (%),2.9 %,49.7 %,20.9 %,3.7 %,21.3 %,1.5 %,.,100.0 %

