No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,8,5,4,9,0,29,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,90,73,3,84,8,259,2.7 %
3,03 - Capitale-Nationale,3,466,120,18,268,24,899,9.4 %
4,04 - Mauricie et Centre-du-Québec,6,138,169,21,96,5,435,4.5 %
5,05 - Estrie,3,114,40,16,81,10,264,2.8 %
6,06 - Montréal,200,2675,625,121,585,62,4268,44.6 %
7,07 - Outaouais,8,60,32,11,38,1,150,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,18,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,92,62,6,77,4,246,2.6 %
13,13 - Laval,2,488,106,50,165,6,817,8.5 %
14,14 - Lanaudière,3,247,96,9,99,2,456,4.8 %
15,15 - Laurentides,61,152,78,39,74,13,417,4.4 %
16,16 - Montérégie,13,559,265,53,382,10,1282,13.4 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),308,5103,1697,351,1972,146,9577,
9999,Ensemble du Québec (%),3.2 %,53.3 %,17.7 %,3.7 %,20.6 %,1.5 %,           .,100.0 %
