,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1586,6,1568,18,30,0,1517,39,196934.5,805.34,19.82,15.23
02,02 - Saguenay-Lac-Saint-Jean,8843,2,8651,192,264,0,8557,22,277505,3186.61,7.93,95.13
03,03 - Capitale-Nationale,22674,29,22338,336,992,0,21351,331,757803,2992.07,43.54,130.90
04,04 - Mauricie et Centre-du-Québec,12892,14,12661,231,508,0,12230,154,523331.5,2463.45,29.37,97.07
05,05 - Estrie,11690,8,11233,457,308,2,11201,181,494966.5,2361.78,36.44,62.23
06,06 - Montréal,108693,276,105828,2865,4546,4,100770,3377,2072060.5,5245.65,162.48,219.40
07,07 - Outaouais,6476,7,6065,411,163,0,6091,222,402744,1607.97,54.89,40.47
08,08 - Abitibi-Témiscamingue,877,4,844,33,7,0,823,47,147637,594.02,31.83,4.74
09,09 - Côte-Nord,355,0,340,15,3,0,351,1,89700.5,395.76,1.12,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1717,4,1698,19,45,0,1662,10,89823,1911.54,11.15,50.10
12,12 - Chaudière-Appalaches,11749,9,11484,265,288,0,11395,66,431109.5,2725.29,15.28,66.80
13,13 - Laval,25332,77,23777,1555,871,0,23712,749,444658.5,5696.96,167.72,195.88
14,14 - Lanaudière,20692,32,19982,710,494,0,19675,523,522367,3961.20,99.69,94.57
15,15 - Laurentides,16786,59,16184,602,473,0,15872,441,630238,2663.44,69.61,75.05
16,16 - Montérégie,42340,52,40563,1777,1487,3,40088,765,1438226,2943.90,52.99,103.39
17,17 - Nunavik,44,0,42,2,0,0,42,2,14336.5,306.91,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,254,0,250,4,0,0,252,2,.,.,.,.
999,Ensemble du Québec,293210,579,283716,9494,10481,9,275796,6933,8565469.5,3423.16,80.69,122.36

