Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;165;150,2;4594;4182,4;0;;0;
5-9 ans;n.d.;226;210,1;6133;5700,9;0;;0;
10-19 ans;n.d.;567;285;14150;7113,6;0;;0;
20-29 ans;n.d.;619;190,1;21660;6652,8;0;;< 5;n.p.
30-39 ans;n.d.;446;135,9;19837;6043,9;0;;7;n.p.
40-49 ans;n.d.;432;155,6;19278;6944,6;< 5;n.p.;21;* 7,6
50-59 ans;n.d.;358;139,6;15863;6184,4;< 5;n.p.;98;38,2
60-69 ans;n.d.;164;75,8;9740;4502,3;5;n.p.;320;147,9
70-79 ans;n.d.;68;47,1;6364;4403,9;7;n.p.;825;570,9
80 ans et +;n.d.;81;80,5;11884;11814,2;14;* 13,9;3442;3421,8
Manquant;n.d.;0;;96;;0;;0;
Total;193;3126;151,3;129599;6274;30;* 1,5;4716;228,3
